"participant","session","condition","trialType","posture","blockNum","trialNum","switchTrialType","congruentTrialType","cueType","shapeType","shapeColor","response","correctResponse","correct","reactionTime","date","utcTime","condblock","correct_bin"
1,1,1,"experiment","standing",1,2,"noswitch","incongruent","solid","square","blue","left","left","yes",594.734907150269,"2021-11-10 10:22:00",1636561744.12815,"standing1",1
1,1,1,"experiment","standing",1,3,"switch","incongruent","dashed","square","blue","right","right","yes",708.487033843994,"2021-11-10 10:22:00",1636561746.19499,"standing1",1
1,1,1,"experiment","standing",1,4,"noswitch","incongruent","dashed","square","blue","right","right","yes",599.519968032837,"2021-11-10 10:22:00",1636561748.13982,"standing1",1
1,1,1,"experiment","standing",1,5,"noswitch","congruent","dashed","square","yellow","right","right","yes",439.940929412842,"2021-11-10 10:22:00",1636561749.911,"standing1",1
1,1,1,"experiment","standing",1,6,"noswitch","congruent","dashed","square","yellow","right","right","yes",384.72580909729,"2021-11-10 10:22:00",1636561751.62303,"standing1",1
1,1,1,"experiment","standing",1,7,"switch","congruent","solid","triangle","blue","left","left","yes",464.102983474731,"2021-11-10 10:22:00",1636561753.45475,"standing1",1
1,1,1,"experiment","standing",1,8,"noswitch","congruent","solid","square","yellow","right","right","yes",291.98694229126,"2021-11-10 10:22:00",1636561755.1092,"standing1",1
1,1,1,"experiment","standing",1,9,"switch","congruent","dashed","square","yellow","right","right","yes",398.140907287598,"2021-11-10 10:22:00",1636561756.87917,"standing1",1
1,1,1,"experiment","standing",1,10,"noswitch","incongruent","dashed","square","blue","right","right","yes",644.129037857056,"2021-11-10 10:22:00",1636561758.888,"standing1",1
1,1,1,"experiment","standing",1,11,"noswitch","incongruent","dashed","square","blue","right","right","yes",406.224012374878,"2021-11-10 10:22:00",1636561760.65866,"standing1",1
1,1,1,"experiment","standing",1,12,"switch","congruent","solid","triangle","blue","left","left","yes",555.38010597229,"2021-11-10 10:22:00",1636561762.54751,"standing1",1
1,1,1,"experiment","standing",1,13,"noswitch","congruent","solid","triangle","blue","left","left","yes",567.210912704468,"2021-11-10 10:22:00",1636561764.43612,"standing1",1
1,1,1,"experiment","standing",1,14,"switch","incongruent","dashed","triangle","yellow","left","left","yes",595.412015914917,"2021-11-10 10:22:00",1636561766.38635,"standing1",1
1,1,1,"experiment","standing",1,15,"noswitch","congruent","dashed","triangle","blue","left","left","yes",1151.58200263977,"2021-11-10 10:22:00",1636561768.86718,"standing1",1
1,1,1,"experiment","standing",1,16,"noswitch","congruent","dashed","square","yellow","right","right","yes",527.726888656616,"2021-11-10 10:22:00",1636561770.75903,"standing1",1
1,1,1,"experiment","standing",1,19,"switch","congruent","dashed","triangle","blue","left","left","yes",1083.97698402405,"2021-11-10 10:22:00",1636561788.66076,"standing1",1
1,1,1,"experiment","standing",1,20,"switch","incongruent","solid","square","blue","right","left","no",690.286874771118,"2021-11-10 10:22:00",1636561790.72821,"standing1",0
1,1,1,"experiment","standing",1,22,"switch","congruent","solid","square","yellow","right","right","yes",515.806913375854,"2021-11-10 10:22:00",1636561805.38816,"standing1",1
1,1,1,"experiment","standing",1,23,"switch","incongruent","dashed","triangle","yellow","left","left","yes",627.094030380249,"2021-11-10 10:22:00",1636561807.33605,"standing1",1
1,1,1,"experiment","standing",1,24,"switch","congruent","solid","square","yellow","right","right","yes",609.241962432861,"2021-11-10 10:22:00",1636561809.28764,"standing1",1
1,1,1,"experiment","standing",1,25,"switch","congruent","dashed","triangle","blue","left","left","yes",830.000162124634,"2021-11-10 10:22:00",1636561811.47644,"standing1",1
1,1,1,"experiment","standing",1,26,"switch","incongruent","solid","triangle","yellow","right","right","yes",510.948896408081,"2021-11-10 10:22:00",1636561813.3692,"standing1",1
1,1,1,"experiment","standing",1,27,"switch","congruent","dashed","triangle","blue","left","left","yes",524.319887161255,"2021-11-10 10:22:00",1636561815.26143,"standing1",1
1,1,1,"experiment","standing",1,28,"noswitch","incongruent","dashed","square","blue","right","right","yes",476.336002349854,"2021-11-10 10:22:00",1636561817.09525,"standing1",1
1,1,1,"experiment","standing",1,29,"switch","incongruent","solid","triangle","yellow","right","right","yes",657.994985580444,"2021-11-10 10:22:00",1636561819.10312,"standing1",1
1,1,1,"experiment","standing",1,30,"noswitch","congruent","solid","triangle","blue","left","left","yes",438.060998916626,"2021-11-10 10:22:00",1636561820.87565,"standing1",1
1,1,1,"experiment","standing",1,31,"switch","incongruent","dashed","triangle","yellow","left","left","yes",377.665042877197,"2021-11-10 10:22:00",1636561822.58799,"standing1",1
1,1,1,"experiment","standing",1,32,"noswitch","congruent","dashed","square","yellow","right","right","yes",680.729866027832,"2021-11-10 10:22:00",1636561824.65626,"standing1",1
1,1,1,"experiment","standing",1,33,"switch","incongruent","solid","triangle","yellow","right","right","yes",505.386829376221,"2021-11-10 10:22:00",1636561826.48579,"standing1",1
1,1,1,"experiment","standing",1,34,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",647.799968719482,"2021-11-10 10:22:00",1636561828.49416,"standing1",1
1,1,1,"experiment","standing",1,35,"switch","congruent","dashed","triangle","blue","left","left","yes",748.785018920898,"2021-11-10 10:22:00",1636561830.56096,"standing1",1
1,1,1,"experiment","standing",1,36,"switch","congruent","solid","square","yellow","right","right","yes",856.34708404541,"2021-11-10 10:22:00",1636561832.74582,"standing1",1
1,1,1,"experiment","standing",1,37,"noswitch","incongruent","solid","square","blue","left","left","yes",1092.21696853638,"2021-11-10 10:22:00",1636561835.16891,"standing1",1
1,1,1,"experiment","standing",1,38,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",790.499925613403,"2021-11-10 10:22:00",1636561837.29539,"standing1",1
1,1,1,"experiment","standing",1,39,"noswitch","congruent","solid","triangle","blue","left","left","yes",421.741008758545,"2021-11-10 10:22:00",1636561839.07152,"standing1",1
1,1,1,"experiment","standing",1,40,"noswitch","congruent","solid","square","yellow","right","right","yes",585.99591255188,"2021-11-10 10:22:00",1636561841.02115,"standing1",1
1,1,1,"experiment","standing",1,41,"switch","congruent","dashed","square","yellow","right","right","yes",768.738985061646,"2021-11-10 10:22:00",1636561843.14502,"standing1",1
1,1,1,"experiment","standing",1,42,"noswitch","incongruent","dashed","square","blue","right","right","yes",528.064012527466,"2021-11-10 10:22:00",1636561845.03587,"standing1",1
1,1,1,"experiment","standing",1,43,"switch","congruent","solid","square","yellow","right","right","yes",722.939014434814,"2021-11-10 10:22:00",1636561847.10411,"standing1",1
1,1,1,"experiment","standing",1,44,"noswitch","incongruent","solid","square","blue","right","left","no",617.738962173462,"2021-11-10 10:22:00",1636561849.05274,"standing1",0
1,1,1,"experiment","standing",1,45,"noswitch","incongruent","solid","square","blue","left","left","yes",1458.86087417603,"2021-11-10 10:22:00",1636561856.82661,"standing1",1
1,1,1,"experiment","standing",1,46,"switch","incongruent","dashed","triangle","yellow","left","left","yes",521.074056625366,"2021-11-10 10:22:00",1636561858.65655,"standing1",1
1,1,1,"experiment","standing",1,47,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",400.420188903809,"2021-11-10 10:22:00",1636561860.36801,"standing1",1
1,1,1,"experiment","standing",1,48,"noswitch","congruent","dashed","triangle","blue","left","left","yes",441.375017166138,"2021-11-10 10:22:00",1636561862.14104,"standing1",1
1,1,1,"experiment","standing",1,49,"switch","incongruent","solid","square","blue","left","left","yes",406.144142150879,"2021-11-10 10:22:00",1636561863.91328,"standing1",1
1,1,1,"experiment","standing",2,2,"switch","incongruent","solid","triangle","yellow","right","right","yes",1028.41711044312,"2021-11-10 10:22:00",1636561919.7517,"standing2",1
1,1,1,"experiment","standing",2,3,"switch","congruent","dashed","square","yellow","right","right","yes",922.286987304688,"2021-11-10 10:22:00",1636561922.05773,"standing2",1
1,1,1,"experiment","standing",2,4,"noswitch","incongruent","dashed","square","blue","right","right","yes",473.640918731689,"2021-11-10 10:22:00",1636561923.88677,"standing2",1
1,1,1,"experiment","standing",2,5,"noswitch","incongruent","dashed","square","blue","right","right","yes",388.787984848022,"2021-11-10 10:22:00",1636561925.65777,"standing2",1
1,1,1,"experiment","standing",2,6,"noswitch","congruent","dashed","triangle","blue","left","left","yes",581.038951873779,"2021-11-10 10:22:00",1636561927.61128,"standing2",1
1,1,1,"experiment","standing",2,7,"noswitch","congruent","dashed","square","yellow","right","right","yes",454.140186309814,"2021-11-10 10:22:00",1636561929.44476,"standing2",1
1,1,1,"experiment","standing",2,8,"switch","incongruent","solid","triangle","yellow","right","right","yes",464.481830596924,"2021-11-10 10:22:00",1636561931.27525,"standing2",1
1,1,1,"experiment","standing",2,9,"switch","incongruent","dashed","square","blue","right","right","yes",730.710029602051,"2021-11-10 10:22:00",1636561933.34287,"standing2",1
1,1,1,"experiment","standing",2,10,"switch","incongruent","solid","square","blue","left","left","yes",882.411956787109,"2021-11-10 10:22:00",1636561935.58879,"standing2",1
1,1,1,"experiment","standing",2,11,"switch","incongruent","dashed","square","blue","right","right","yes",1317.56019592285,"2021-11-10 10:22:00",1636561938.25609,"standing2",1
1,1,1,"experiment","standing",2,12,"noswitch","congruent","dashed","triangle","blue","left","left","yes",914.854049682617,"2021-11-10 10:22:00",1636561940.50124,"standing2",1
1,1,1,"experiment","standing",2,13,"switch","incongruent","solid","square","blue","left","left","yes",1311.75398826599,"2021-11-10 10:22:00",1636561943.16014,"standing2",1
1,1,1,"experiment","standing",2,14,"noswitch","incongruent","solid","square","blue","left","left","yes",709.052085876465,"2021-11-10 10:22:00",1636561945.22743,"standing2",1
1,1,1,"experiment","standing",2,15,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",783.571004867554,"2021-11-10 10:22:00",1636561947.35496,"standing2",1
1,1,1,"experiment","standing",2,16,"noswitch","congruent","solid","triangle","blue","left","left","yes",467.357873916626,"2021-11-10 10:22:00",1636561949.18374,"standing2",1
1,1,1,"experiment","standing",2,17,"noswitch","congruent","solid","triangle","blue","left","left","yes",462.553024291992,"2021-11-10 10:22:00",1636561950.95487,"standing2",1
1,1,1,"experiment","standing",2,18,"switch","congruent","dashed","square","yellow","right","right","yes",1337.62907981873,"2021-11-10 10:22:00",1636561953.67523,"standing2",1
1,1,1,"experiment","standing",2,19,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",1073.32110404968,"2021-11-10 10:22:00",1636561956.1014,"standing2",1
1,1,1,"experiment","standing",2,20,"noswitch","incongruent","dashed","square","blue","right","right","yes",500.280857086182,"2021-11-10 10:22:00",1636561957.93149,"standing2",1
1,1,1,"experiment","standing",2,21,"noswitch","congruent","dashed","square","yellow","right","right","yes",1227.28705406189,"2021-11-10 10:22:00",1636561960.53184,"standing2",1
1,1,1,"experiment","standing",2,22,"switch","congruent","solid","triangle","blue","left","left","yes",470.523834228516,"2021-11-10 10:22:00",1636561962.36388,"standing2",1
1,1,1,"experiment","standing",2,23,"noswitch","congruent","solid","square","yellow","right","right","yes",964.457035064697,"2021-11-10 10:22:00",1636561964.67082,"standing2",1
1,1,1,"experiment","standing",2,24,"switch","congruent","dashed","square","yellow","right","right","yes",775.568962097168,"2021-11-10 10:22:00",1636561966.79704,"standing2",1
1,1,1,"experiment","standing",2,25,"switch","congruent","solid","square","yellow","right","right","yes",1008.3749294281,"2021-11-10 10:22:00",1636561969.1596,"standing2",1
1,1,1,"experiment","standing",2,26,"noswitch","congruent","solid","square","yellow","right","right","yes",1405.3590297699,"2021-11-10 10:22:00",1636561971.93705,"standing2",1
1,1,1,"experiment","standing",2,27,"noswitch","congruent","solid","square","yellow","right","right","yes",408.607006072998,"2021-11-10 10:22:00",1636561973.70815,"standing2",1
1,1,1,"experiment","standing",2,28,"switch","incongruent","dashed","triangle","yellow","left","left","yes",660.452127456665,"2021-11-10 10:22:00",1636561975.72084,"standing2",1
1,1,1,"experiment","standing",2,29,"switch","congruent","solid","square","yellow","right","right","yes",926.021099090576,"2021-11-10 10:22:00",1636561978.02441,"standing2",1
1,1,1,"experiment","standing",2,31,"switch","incongruent","solid","triangle","yellow","left","right","no",1260.12206077576,"2021-11-10 10:22:00",1636561988.39148,"standing2",0
1,1,1,"experiment","standing",2,32,"switch","congruent","dashed","triangle","blue","left","left","yes",448.47297668457,"2021-11-10 10:22:00",1636561995.16035,"standing2",1
1,1,1,"experiment","standing",2,33,"switch","incongruent","solid","triangle","yellow","right","right","yes",371.355056762695,"2021-11-10 10:22:00",1636561996.87605,"standing2",1
1,1,1,"experiment","standing",2,34,"switch","incongruent","dashed","triangle","yellow","left","left","yes",1158.86092185974,"2021-11-10 10:22:00",1636561999.35568,"standing2",1
1,1,1,"experiment","standing",2,35,"noswitch","congruent","dashed","triangle","blue","left","left","yes",344.552040100098,"2021-11-10 10:22:00",1636562001.00774,"standing2",1
1,1,1,"experiment","standing",2,36,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",460.844039916992,"2021-11-10 10:22:00",1636562002.77864,"standing2",1
1,1,1,"experiment","standing",2,37,"noswitch","congruent","dashed","triangle","blue","left","left","yes",1226.43995285034,"2021-11-10 10:22:00",1636562005.32117,"standing2",1
1,1,1,"experiment","standing",2,38,"switch","incongruent","solid","square","blue","left","left","yes",1019.35791969299,"2021-11-10 10:22:00",1636562007.68488,"standing2",1
1,1,1,"experiment","standing",2,39,"noswitch","congruent","solid","triangle","blue","left","left","yes",655.678033828735,"2021-11-10 10:22:00",1636562009.69349,"standing2",1
1,1,1,"experiment","standing",2,40,"switch","incongruent","dashed","triangle","yellow","left","left","yes",406.338930130005,"2021-11-10 10:22:00",1636562011.46373,"standing2",1
1,1,1,"experiment","standing",2,42,"noswitch","incongruent","solid","square","blue","left","left","yes",1086.10200881958,"2021-11-10 10:22:00",1636562021.59676,"standing2",1
1,1,1,"experiment","standing",2,43,"noswitch","incongruent","solid","square","blue","left","left","yes",373.398065567017,"2021-11-10 10:22:00",1636562023.30915,"standing2",1
1,1,1,"experiment","standing",2,44,"noswitch","congruent","solid","square","yellow","right","right","yes",386.338949203491,"2021-11-10 10:22:00",1636562025.08374,"standing2",1
1,1,1,"experiment","standing",2,45,"switch","congruent","dashed","triangle","blue","left","left","yes",513.144969940186,"2021-11-10 10:22:00",1636562026.9137,"standing2",1
1,1,1,"experiment","standing",2,46,"switch","incongruent","solid","triangle","yellow","right","right","yes",432.600021362305,"2021-11-10 10:22:00",1636562028.68936,"standing2",1
1,1,1,"experiment","standing",2,47,"noswitch","congruent","solid","triangle","blue","left","left","yes",546.702861785889,"2021-11-10 10:22:00",1636562030.57996,"standing2",1
1,1,1,"experiment","standing",2,48,"switch","incongruent","dashed","square","blue","right","right","yes",1082.22699165344,"2021-11-10 10:22:00",1636562033.00477,"standing2",1
1,1,1,"experiment","standing",2,49,"noswitch","congruent","dashed","square","yellow","right","right","yes",307.595014572143,"2021-11-10 10:22:00",1636562034.65607,"standing2",1
1,1,1,"experiment","standing",3,2,"noswitch","congruent","solid","square","yellow","right","right","yes",510.826826095581,"2021-11-10 10:22:00",1636562054.73174,"standing3",1
1,1,1,"experiment","standing",3,3,"switch","incongruent","dashed","square","blue","right","right","yes",721.444845199585,"2021-11-10 10:22:00",1636562056.79975,"standing3",1
1,1,1,"experiment","standing",3,4,"switch","incongruent","solid","square","blue","left","left","yes",821.382999420166,"2021-11-10 10:22:00",1636562058.98861,"standing3",1
1,1,1,"experiment","standing",3,5,"noswitch","incongruent","solid","square","blue","left","left","yes",524.496078491211,"2021-11-10 10:22:00",1636562060.87782,"standing3",1
1,1,1,"experiment","standing",3,6,"switch","incongruent","dashed","triangle","yellow","left","left","yes",731.951951980591,"2021-11-10 10:22:00",1636562062.94526,"standing3",1
1,1,1,"experiment","standing",3,7,"noswitch","congruent","dashed","triangle","blue","left","left","yes",571.313858032227,"2021-11-10 10:22:00",1636562064.83655,"standing3",1
1,1,1,"experiment","standing",3,8,"switch","incongruent","solid","triangle","yellow","right","right","yes",391.242027282715,"2021-11-10 10:22:00",1636562066.611,"standing3",1
1,1,1,"experiment","standing",3,9,"noswitch","congruent","solid","triangle","blue","left","left","yes",1152.6780128479,"2021-11-10 10:22:00",1636562069.09239,"standing3",1
1,1,1,"experiment","standing",3,10,"switch","congruent","dashed","square","yellow","right","right","yes",655.874967575073,"2021-11-10 10:22:00",1636562071.10222,"standing3",1
1,1,1,"experiment","standing",3,11,"noswitch","congruent","dashed","triangle","blue","left","left","yes",845.545053482056,"2021-11-10 10:22:00",1636562073.29229,"standing3",1
1,1,1,"experiment","standing",3,12,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",606.415033340454,"2021-11-10 10:22:00",1636562075.24058,"standing3",1
1,1,1,"experiment","standing",3,13,"switch","congruent","solid","square","yellow","right","right","yes",640.229940414429,"2021-11-10 10:22:00",1636562077.24985,"standing3",1
1,1,1,"experiment","standing",3,14,"noswitch","congruent","solid","square","yellow","right","right","yes",877.238035202026,"2021-11-10 10:22:00",1636562079.49543,"standing3",1
1,1,1,"experiment","standing",3,15,"noswitch","incongruent","solid","square","blue","left","left","yes",439.073085784912,"2021-11-10 10:22:00",1636562081.2677,"standing3",1
1,1,1,"experiment","standing",3,16,"switch","congruent","dashed","square","yellow","right","right","yes",621.001958847046,"2021-11-10 10:22:00",1636562083.27672,"standing3",1
1,1,1,"experiment","standing",3,17,"noswitch","incongruent","dashed","square","blue","right","right","yes",765.243053436279,"2021-11-10 10:22:00",1636562085.37347,"standing3",1
1,1,1,"experiment","standing",3,18,"noswitch","congruent","dashed","square","yellow","right","right","yes",367.906093597412,"2021-11-10 10:22:00",1636562087.08647,"standing3",1
1,1,1,"experiment","standing",3,19,"noswitch","incongruent","dashed","square","blue","right","right","yes",418.676137924194,"2021-11-10 10:22:00",1636562088.85808,"standing3",1
1,1,1,"experiment","standing",3,20,"switch","incongruent","solid","triangle","yellow","right","right","yes",798.506021499634,"2021-11-10 10:22:00",1636562090.9859,"standing3",1
1,1,1,"experiment","standing",3,21,"switch","incongruent","dashed","square","blue","right","right","yes",788.370132446289,"2021-11-10 10:22:00",1636562093.11336,"standing3",1
1,1,1,"experiment","standing",3,22,"noswitch","congruent","dashed","square","yellow","right","right","yes",1139.60289955139,"2021-11-10 10:22:00",1636562095.59659,"standing3",1
1,1,1,"experiment","standing",3,23,"noswitch","congruent","dashed","triangle","blue","left","left","yes",551.039934158325,"2021-11-10 10:22:00",1636562097.49276,"standing3",1
1,1,1,"experiment","standing",3,24,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",354.882955551147,"2021-11-10 10:22:00",1636562099.20345,"standing3",1
1,1,1,"experiment","standing",3,25,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",276.481866836548,"2021-11-10 10:22:00",1636562100.79732,"standing3",1
1,1,1,"experiment","standing",3,26,"switch","incongruent","solid","triangle","yellow","right","right","yes",949.995994567871,"2021-11-10 10:22:00",1636562103.10895,"standing3",1
1,1,1,"experiment","standing",3,27,"switch","congruent","dashed","triangle","blue","left","left","yes",665.899991989136,"2021-11-10 10:22:00",1636562105.11878,"standing3",1
1,1,1,"experiment","standing",3,29,"switch","incongruent","dashed","square","blue","right","right","yes",1253.48615646362,"2021-11-10 10:22:00",1636562115.49035,"standing3",1
1,1,1,"experiment","standing",3,30,"switch","congruent","solid","triangle","blue","left","left","yes",496.422052383423,"2021-11-10 10:22:00",1636562117.31967,"standing3",1
1,1,1,"experiment","standing",3,31,"switch","incongruent","dashed","square","blue","right","right","yes",325.66499710083,"2021-11-10 10:22:00",1636562119.03422,"standing3",1
1,1,1,"experiment","standing",3,32,"switch","incongruent","solid","triangle","yellow","right","right","yes",1214.01190757751,"2021-11-10 10:22:00",1636562121.57448,"standing3",1
1,1,1,"experiment","standing",3,33,"noswitch","congruent","solid","triangle","blue","left","left","yes",353.82604598999,"2021-11-10 10:22:00",1636562123.28716,"standing3",1
1,1,1,"experiment","standing",3,34,"switch","incongruent","dashed","triangle","yellow","left","left","yes",1062.25204467773,"2021-11-10 10:22:00",1636562125.70964,"standing3",1
1,1,1,"experiment","standing",3,35,"switch","congruent","solid","triangle","blue","left","left","yes",344.483137130737,"2021-11-10 10:22:00",1636562127.36204,"standing3",1
1,1,1,"experiment","standing",3,36,"noswitch","congruent","solid","triangle","blue","left","left","yes",312.006950378418,"2021-11-10 10:22:00",1636562129.0147,"standing3",1
1,1,1,"experiment","standing",3,37,"switch","congruent","dashed","triangle","blue","right","left","no",897.269010543823,"2021-11-10 10:22:00",1636562131.26154,"standing3",0
1,1,1,"experiment","standing",3,39,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",519.90818977356,"2021-11-10 10:22:00",1636562145.91739,"standing3",1
1,1,1,"experiment","standing",3,40,"switch","incongruent","solid","square","blue","left","left","yes",601.188898086548,"2021-11-10 10:22:00",1636562147.86671,"standing3",1
1,1,1,"experiment","standing",3,41,"noswitch","congruent","solid","square","yellow","right","right","yes",542.535781860352,"2021-11-10 10:22:00",1636562149.75919,"standing3",1
1,1,1,"experiment","standing",3,42,"noswitch","congruent","solid","square","yellow","right","right","yes",519.273042678833,"2021-11-10 10:22:00",1636562151.64913,"standing3",1
1,1,1,"experiment","standing",3,43,"switch","congruent","dashed","triangle","blue","left","left","yes",1275.80285072327,"2021-11-10 10:22:00",1636562154.25128,"standing3",1
1,1,1,"experiment","standing",3,44,"switch","incongruent","solid","triangle","yellow","right","right","yes",992.21396446228,"2021-11-10 10:22:00",1636562156.61439,"standing3",1
1,1,1,"experiment","standing",3,45,"noswitch","congruent","solid","triangle","blue","left","left","yes",499.714136123657,"2021-11-10 10:22:00",1636562158.4452,"standing3",1
1,1,1,"experiment","standing",3,46,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",959.315061569214,"2021-11-10 10:22:00",1636562160.75221,"standing3",1
1,1,1,"experiment","standing",3,47,"switch","congruent","dashed","square","yellow","right","right","yes",486.45806312561,"2021-11-10 10:22:00",1636562162.58265,"standing3",1
1,1,1,"experiment","standing",3,48,"switch","incongruent","solid","square","blue","left","left","yes",456.083059310913,"2021-11-10 10:22:00",1636562164.3542,"standing3",1
1,1,1,"experiment","standing",3,49,"noswitch","incongruent","solid","square","blue","left","left","yes",416.355133056641,"2021-11-10 10:22:00",1636562166.12598,"standing3",1
1,1,1,"experiment","standing",4,2,"switch","incongruent","dashed","triangle","yellow","left","left","yes",748.72088432312,"2021-11-10 10:22:00",1636562179.17971,"standing4",1
1,1,1,"experiment","standing",4,3,"switch","incongruent","solid","triangle","yellow","right","right","yes",473.336935043335,"2021-11-10 10:22:00",1636562181.01304,"standing4",1
1,1,1,"experiment","standing",4,4,"noswitch","congruent","solid","square","yellow","right","right","yes",413.03014755249,"2021-11-10 10:22:00",1636562182.78507,"standing4",1
1,1,1,"experiment","standing",4,5,"noswitch","congruent","solid","triangle","blue","left","left","yes",462.721824645996,"2021-11-10 10:22:00",1636562184.55577,"standing4",1
1,1,1,"experiment","standing",4,6,"noswitch","incongruent","solid","square","blue","left","left","yes",446.880102157593,"2021-11-10 10:22:00",1636562186.3266,"standing4",1
1,1,1,"experiment","standing",4,7,"noswitch","congruent","solid","square","yellow","right","right","yes",412.14394569397,"2021-11-10 10:22:00",1636562188.10264,"standing4",1
1,1,1,"experiment","standing",4,8,"switch","congruent","dashed","triangle","blue","left","left","yes",579.381942749023,"2021-11-10 10:22:00",1636562190.05504,"standing4",1
1,1,1,"experiment","standing",4,9,"noswitch","congruent","dashed","square","yellow","right","right","yes",784.741163253784,"2021-11-10 10:22:00",1636562192.18397,"standing4",1
1,1,1,"experiment","standing",4,10,"switch","incongruent","solid","triangle","yellow","right","right","yes",569.777011871338,"2021-11-10 10:22:00",1636562194.1314,"standing4",1
1,1,1,"experiment","standing",4,11,"switch","incongruent","dashed","triangle","yellow","right","left","no",562.62993812561,"2021-11-10 10:22:00",1636562196.02172,"standing4",0
1,1,1,"experiment","standing",4,12,"switch","congruent","solid","square","yellow","right","right","yes",750.368118286133,"2021-11-10 10:22:00",1636562203.14563,"standing4",1
1,1,1,"experiment","standing",4,13,"noswitch","incongruent","solid","square","blue","left","left","yes",519.684076309204,"2021-11-10 10:22:00",1636562205.03874,"standing4",1
1,1,1,"experiment","standing",4,14,"noswitch","incongruent","solid","square","blue","left","left","yes",899.706125259399,"2021-11-10 10:22:00",1636562207.28423,"standing4",1
1,1,1,"experiment","standing",4,15,"noswitch","congruent","solid","triangle","blue","left","left","yes",685.909032821655,"2021-11-10 10:22:00",1636562209.29281,"standing4",1
1,1,1,"experiment","standing",4,16,"switch","incongruent","dashed","square","blue","right","right","yes",673.375844955444,"2021-11-10 10:22:00",1636562211.30142,"standing4",1
1,1,1,"experiment","standing",4,17,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",1115.19408226013,"2021-11-10 10:22:00",1636562213.78589,"standing4",1
1,1,1,"experiment","standing",4,18,"noswitch","congruent","dashed","square","yellow","right","right","yes",465.101003646851,"2021-11-10 10:22:00",1636562215.61892,"standing4",1
1,1,1,"experiment","standing",4,20,"switch","incongruent","dashed","square","blue","right","right","yes",658.622980117798,"2021-11-10 10:22:00",1636562225.39143,"standing4",1
1,1,1,"experiment","standing",4,21,"switch","incongruent","solid","triangle","yellow","right","right","yes",346.625089645386,"2021-11-10 10:22:00",1636562227.10496,"standing4",1
1,1,1,"experiment","standing",4,22,"switch","incongruent","dashed","triangle","yellow","left","left","yes",1155.89118003845,"2021-11-10 10:22:00",1636562229.58728,"standing4",1
1,1,1,"experiment","standing",4,23,"noswitch","congruent","dashed","triangle","blue","left","left","yes",390.707015991211,"2021-11-10 10:22:00",1636562231.29775,"standing4",1
1,1,1,"experiment","standing",4,24,"switch","incongruent","solid","triangle","yellow","right","right","yes",571.079015731812,"2021-11-10 10:22:00",1636562233.24901,"standing4",1
1,1,1,"experiment","standing",4,25,"noswitch","incongruent","solid","square","blue","left","left","yes",430.644035339355,"2021-11-10 10:22:00",1636562235.02261,"standing4",1
1,1,1,"experiment","standing",4,26,"switch","incongruent","dashed","triangle","yellow","left","left","yes",342.303991317749,"2021-11-10 10:22:00",1636562236.67524,"standing4",1
1,1,1,"experiment","standing",4,27,"noswitch","congruent","dashed","triangle","blue","left","left","yes",622.202157974243,"2021-11-10 10:22:00",1636562238.62457,"standing4",1
1,1,1,"experiment","standing",4,28,"switch","incongruent","solid","square","blue","left","left","yes",1091.55201911926,"2021-11-10 10:22:00",1636562241.04553,"standing4",1
1,1,1,"experiment","standing",4,29,"noswitch","congruent","solid","square","yellow","right","right","yes",561.305999755859,"2021-11-10 10:22:00",1636562242.99591,"standing4",1
1,1,1,"experiment","standing",4,30,"switch","incongruent","dashed","square","blue","right","right","yes",608.325004577637,"2021-11-10 10:22:00",1636562244.94633,"standing4",1
1,1,1,"experiment","standing",4,31,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",496.742963790893,"2021-11-10 10:22:00",1636562246.77705,"standing4",1
1,1,1,"experiment","standing",4,32,"switch","congruent","solid","triangle","blue","left","left","yes",307.371139526367,"2021-11-10 10:22:00",1636562248.42969,"standing4",1
1,1,1,"experiment","standing",4,33,"noswitch","congruent","solid","triangle","blue","left","left","yes",831.746816635132,"2021-11-10 10:22:00",1636562250.61716,"standing4",1
1,1,1,"experiment","standing",4,34,"switch","congruent","dashed","triangle","blue","left","left","yes",672.744035720825,"2021-11-10 10:22:00",1636562252.62726,"standing4",1
1,1,1,"experiment","standing",4,35,"noswitch","incongruent","dashed","square","blue","right","right","yes",646.294832229614,"2021-11-10 10:22:00",1636562254.6362,"standing4",1
1,1,1,"experiment","standing",4,36,"noswitch","congruent","dashed","triangle","blue","left","left","yes",395.56884765625,"2021-11-10 10:22:00",1636562256.34733,"standing4",1
1,1,1,"experiment","standing",4,37,"switch","congruent","solid","square","yellow","right","right","yes",496.156215667725,"2021-11-10 10:22:00",1636562258.17821,"standing4",1
