"participant","session","condition","trialType","posture","blockNum","trialNum","switchTrialType","congruentTrialType","cueType","shapeType","shapeColor","response","correctResponse","correct","reactionTime","date","utcTime","condblock","correct_bin"
25,1,9,"experiment","sitting",3,32,"switch","congruent","solid","triangle","blue","left","left","yes",358.834028244018,"2021-11-18 13:58:00",1637266158.40032,"sitting3",1
25,1,9,"experiment","sitting",3,33,"switch","congruent","dashed","square","yellow","right","right","yes",397.234916687012,"2021-11-18 13:58:00",1637266160.11394,"sitting3",1
25,1,9,"experiment","sitting",3,34,"switch","congruent","solid","square","yellow","right","right","yes",514.593839645386,"2021-11-18 13:58:00",1637266161.9441,"sitting3",1
25,1,9,"experiment","sitting",3,35,"noswitch","congruent","solid","square","yellow","right","right","yes",349.490880966187,"2021-11-18 13:58:00",1637266163.65779,"sitting3",1
25,1,9,"experiment","sitting",3,36,"noswitch","congruent","solid","square","yellow","right","right","yes",436.490058898926,"2021-11-18 13:58:00",1637266165.43028,"sitting3",1
25,1,9,"experiment","sitting",3,37,"switch","incongruent","dashed","triangle","yellow","left","left","yes",353.488922119141,"2021-11-18 13:58:00",1637266167.14876,"sitting3",1
25,1,9,"experiment","sitting",3,38,"switch","congruent","solid","triangle","blue","left","left","yes",409.455060958862,"2021-11-18 13:58:00",1637266168.91994,"sitting3",1
25,1,9,"experiment","sitting",3,39,"switch","congruent","dashed","triangle","blue","left","left","yes",427.462100982666,"2021-11-18 13:58:00",1637266170.69188,"sitting3",1
25,1,9,"experiment","sitting",3,40,"noswitch","congruent","dashed","square","yellow","right","right","yes",322.633981704712,"2021-11-18 13:58:00",1637266172.34547,"sitting3",1
25,1,9,"experiment","sitting",3,41,"switch","congruent","solid","triangle","blue","left","left","yes",332.659006118774,"2021-11-18 13:58:00",1637266173.99946,"sitting3",1
25,1,9,"experiment","sitting",3,42,"switch","congruent","dashed","triangle","blue","left","left","yes",389.1921043396,"2021-11-18 13:58:00",1637266175.71267,"sitting3",1
25,1,9,"experiment","sitting",3,43,"switch","incongruent","solid","triangle","yellow","right","right","yes",343.670845031738,"2021-11-18 13:58:00",1637266177.4258,"sitting3",1
25,1,9,"experiment","sitting",3,44,"switch","congruent","dashed","triangle","blue","left","left","yes",338.212966918945,"2021-11-18 13:58:00",1637266179.07924,"sitting3",1
25,1,9,"experiment","sitting",3,45,"switch","incongruent","solid","triangle","yellow","right","right","yes",349.465847015381,"2021-11-18 13:58:00",1637266180.7924,"sitting3",1
25,1,9,"experiment","sitting",3,46,"noswitch","congruent","solid","square","yellow","left","right","no",377.578973770142,"2021-11-18 13:58:00",1637266182.50513,"sitting3",0
25,1,9,"experiment","sitting",3,47,"switch","incongruent","dashed","square","blue","right","right","yes",524.281978607178,"2021-11-18 13:58:00",1637266189.39731,"sitting3",1
25,1,9,"experiment","sitting",3,48,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",389.441013336182,"2021-11-18 13:58:00",1637266191.10975,"sitting3",1
25,1,9,"experiment","sitting",3,49,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",478.425025939941,"2021-11-18 13:58:00",1637266192.94063,"sitting3",1
25,1,9,"experiment","sitting",4,2,"switch","congruent","dashed","triangle","blue","left","left","yes",429.980993270874,"2021-11-18 13:58:00",1637266208.17334,"sitting4",1
25,1,9,"experiment","sitting",4,3,"switch","incongruent","solid","square","blue","left","left","yes",376.413822174072,"2021-11-18 13:58:00",1637266209.88642,"sitting4",1
25,1,9,"experiment","sitting",4,4,"switch","incongruent","dashed","triangle","yellow","right","left","no",611.615896224976,"2021-11-18 13:58:00",1637266211.84396,"sitting4",0
25,1,9,"experiment","sitting",4,5,"noswitch","congruent","dashed","triangle","blue","left","left","yes",388.561010360718,"2021-11-18 13:58:00",1637266218.55755,"sitting4",1
25,1,9,"experiment","sitting",4,6,"switch","congruent","solid","square","yellow","right","right","yes",387.74299621582,"2021-11-18 13:58:00",1637266220.27176,"sitting4",1
25,1,9,"experiment","sitting",4,7,"noswitch","congruent","solid","square","yellow","right","right","yes",428.625106811523,"2021-11-18 13:58:00",1637266222.04372,"sitting4",1
25,1,9,"experiment","sitting",4,8,"noswitch","incongruent","solid","square","blue","left","left","yes",440.674066543579,"2021-11-18 13:58:00",1637266223.81668,"sitting4",1
25,1,9,"experiment","sitting",4,9,"switch","incongruent","dashed","square","blue","right","right","yes",405.506134033203,"2021-11-18 13:58:00",1637266225.59244,"sitting4",1
25,1,9,"experiment","sitting",4,10,"noswitch","incongruent","dashed","square","blue","right","right","yes",397.284030914307,"2021-11-18 13:58:00",1637266227.30682,"sitting4",1
25,1,9,"experiment","sitting",4,11,"noswitch","incongruent","dashed","square","blue","right","right","yes",397.1848487854,"2021-11-18 13:58:00",1637266229.01985,"sitting4",1
25,1,9,"experiment","sitting",4,12,"noswitch","congruent","dashed","square","yellow","left","right","no",342.010974884033,"2021-11-18 13:58:00",1637266230.73643,"sitting4",0
25,1,9,"experiment","sitting",4,13,"switch","incongruent","solid","square","blue","left","left","yes",531.953096389771,"2021-11-18 13:58:00",1637266237.62853,"sitting4",1
25,1,9,"experiment","sitting",4,14,"switch","incongruent","dashed","triangle","yellow","left","left","yes",451.006889343262,"2021-11-18 13:58:00",1637266239.40107,"sitting4",1
25,1,9,"experiment","sitting",4,15,"noswitch","congruent","dashed","triangle","blue","left","left","yes",351.040124893188,"2021-11-18 13:58:00",1637266241.11404,"sitting4",1
25,1,9,"experiment","sitting",4,16,"switch","incongruent","solid","triangle","yellow","right","right","yes",699.251174926758,"2021-11-18 13:58:00",1637266243.18753,"sitting4",1
25,1,9,"experiment","sitting",4,17,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",407.505035400391,"2021-11-18 13:58:00",1637266244.95876,"sitting4",1
25,1,9,"experiment","sitting",4,18,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",444.758892059326,"2021-11-18 13:58:00",1637266246.73119,"sitting4",1
25,1,9,"experiment","sitting",4,19,"noswitch","congruent","solid","triangle","blue","left","left","yes",466.110944747925,"2021-11-18 13:58:00",1637266248.56823,"sitting4",1
25,1,9,"experiment","sitting",4,20,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",466.150999069214,"2021-11-18 13:58:00",1637266250.40331,"sitting4",1
25,1,9,"experiment","sitting",4,21,"switch","congruent","dashed","square","yellow","right","right","yes",490.151882171631,"2021-11-18 13:58:00",1637266252.23438,"sitting4",1
25,1,9,"experiment","sitting",4,22,"switch","incongruent","solid","square","blue","right","left","no",734.961986541748,"2021-11-18 13:58:00",1637266254.30257,"sitting4",0
25,1,9,"experiment","sitting",4,23,"switch","congruent","dashed","triangle","blue","left","left","yes",769.942045211792,"2021-11-18 13:58:00",1637266261.43102,"sitting4",1
25,1,9,"experiment","sitting",4,24,"noswitch","congruent","dashed","square","yellow","right","right","yes",452.659130096435,"2021-11-18 13:58:00",1637266263.20249,"sitting4",1
25,1,9,"experiment","sitting",4,25,"noswitch","congruent","dashed","triangle","blue","left","left","yes",478.219032287598,"2021-11-18 13:58:00",1637266265.0355,"sitting4",1
25,1,9,"experiment","sitting",4,26,"noswitch","congruent","dashed","square","yellow","right","right","yes",563.15803527832,"2021-11-18 13:58:00",1637266266.92619,"sitting4",1
25,1,9,"experiment","sitting",4,27,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",519.649982452393,"2021-11-18 13:58:00",1637266268.82028,"sitting4",1
25,1,9,"experiment","sitting",4,28,"switch","congruent","solid","triangle","blue","left","left","yes",478.636980056763,"2021-11-18 13:58:00",1637266270.65326,"sitting4",1
25,1,9,"experiment","sitting",4,29,"switch","incongruent","dashed","square","blue","right","right","yes",1181.85520172119,"2021-11-18 13:58:00",1637266273.19998,"sitting4",1
25,1,9,"experiment","sitting",4,30,"noswitch","congruent","dashed","square","yellow","right","right","yes",540.179014205933,"2021-11-18 13:58:00",1637266275.09101,"sitting4",1
25,1,9,"experiment","sitting",4,31,"switch","incongruent","solid","triangle","yellow","right","right","yes",461.779117584229,"2021-11-18 13:58:00",1637266276.86433,"sitting4",1
25,1,9,"experiment","sitting",4,32,"switch","incongruent","dashed","triangle","yellow","left","left","yes",425.616979598999,"2021-11-18 13:58:00",1637266278.63912,"sitting4",1
25,1,9,"experiment","sitting",4,33,"noswitch","congruent","dashed","square","yellow","right","right","yes",580.036878585815,"2021-11-18 13:58:00",1637266280.59314,"sitting4",1
25,1,9,"experiment","sitting",4,34,"switch","congruent","solid","triangle","blue","left","left","yes",353.72519493103,"2021-11-18 13:58:00",1637266282.29825,"sitting4",1
25,1,9,"experiment","sitting",4,35,"switch","congruent","dashed","triangle","blue","left","left","yes",449.937105178833,"2021-11-18 13:58:00",1637266284.06883,"sitting4",1
25,1,9,"experiment","sitting",4,36,"switch","incongruent","solid","triangle","yellow","left","right","no",457.367897033691,"2021-11-18 13:58:00",1637266285.83998,"sitting4",0
25,1,9,"experiment","sitting",4,37,"switch","incongruent","dashed","square","blue","left","right","no",1053.56502532959,"2021-11-18 13:58:00",1637266293.26257,"sitting4",0
25,1,9,"experiment","sitting",4,38,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",744.307041168213,"2021-11-18 13:58:00",1637266300.33388,"sitting4",1
25,1,9,"experiment","sitting",4,39,"switch","incongruent","solid","square","blue","left","left","yes",829.140901565552,"2021-11-18 13:58:00",1637266302.52139,"sitting4",1
25,1,9,"experiment","sitting",4,40,"noswitch","congruent","solid","triangle","blue","left","left","yes",705.538988113403,"2021-11-18 13:58:00",1637266304.58998,"sitting4",1
25,1,9,"experiment","sitting",4,41,"switch","incongruent","dashed","triangle","yellow","right","left","no",1200.51908493042,"2021-11-18 13:58:00",1637266307.13597,"sitting4",0
25,1,9,"experiment","sitting",4,42,"switch","congruent","solid","triangle","blue","left","left","yes",506.52289390564,"2021-11-18 13:58:00",1637266313.96923,"sitting4",1
25,1,9,"experiment","sitting",4,43,"noswitch","congruent","solid","square","yellow","right","right","yes",438.160896301269,"2021-11-18 13:58:00",1637266315.73978,"sitting4",1
25,1,9,"experiment","sitting",4,44,"noswitch","congruent","solid","square","yellow","right","right","yes",460.982084274292,"2021-11-18 13:58:00",1637266317.51143,"sitting4",1
25,1,9,"experiment","sitting",4,45,"noswitch","congruent","solid","triangle","blue","left","left","yes",394.810199737549,"2021-11-18 13:58:00",1637266319.28675,"sitting4",1
25,1,9,"experiment","sitting",4,46,"noswitch","congruent","solid","square","yellow","right","right","yes",593.147039413452,"2021-11-18 13:58:00",1637266321.23915,"sitting4",1
25,1,9,"experiment","sitting",4,47,"switch","incongruent","dashed","square","blue","right","right","yes",527.575969696045,"2021-11-18 13:58:00",1637266323.1299,"sitting4",1
25,1,9,"experiment","sitting",4,48,"switch","incongruent","solid","square","blue","left","left","yes",529.697179794312,"2021-11-18 13:58:00",1637266325.02469,"sitting4",1
25,1,9,"experiment","sitting",4,49,"noswitch","congruent","solid","square","yellow","right","right","yes",364.089965820312,"2021-11-18 13:58:00",1637266326.73676,"sitting4",1
25,1,9,"experiment","standing",1,2,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",461.411952972412,"2021-11-18 13:58:00",1637266395.42713,"standing1",1
25,1,9,"experiment","standing",1,3,"noswitch","congruent","solid","triangle","blue","left","left","yes",314.245939254761,"2021-11-18 13:58:00",1637266397.08644,"standing1",1
25,1,9,"experiment","standing",1,4,"switch","congruent","dashed","square","yellow","right","right","yes",514.671087265015,"2021-11-18 13:58:00",1637266398.917,"standing1",1
25,1,9,"experiment","standing",1,5,"noswitch","incongruent","dashed","square","blue","right","right","yes",653.501987457275,"2021-11-18 13:58:00",1637266400.92615,"standing1",1
25,1,9,"experiment","standing",1,6,"switch","congruent","solid","square","yellow","right","right","yes",471.752882003784,"2021-11-18 13:58:00",1637266402.76442,"standing1",1
25,1,9,"experiment","standing",1,7,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",518.295049667358,"2021-11-18 13:58:00",1637266404.59734,"standing1",1
25,1,9,"experiment","standing",1,8,"noswitch","incongruent","solid","square","blue","left","left","yes",443.140029907227,"2021-11-18 13:58:00",1637266406.36992,"standing1",1
25,1,9,"experiment","standing",1,9,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",837.942838668823,"2021-11-18 13:58:00",1637266408.55726,"standing1",1
25,1,9,"experiment","standing",1,10,"switch","congruent","dashed","square","yellow","right","right","yes",542.776107788086,"2021-11-18 13:58:00",1637266410.44879,"standing1",1
25,1,9,"experiment","standing",1,11,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",426.95689201355,"2021-11-18 13:58:00",1637266412.22533,"standing1",1
25,1,9,"experiment","standing",1,12,"noswitch","congruent","dashed","triangle","blue","left","left","yes",436.055898666382,"2021-11-18 13:58:00",1637266413.99608,"standing1",1
25,1,9,"experiment","standing",1,13,"switch","congruent","solid","triangle","blue","left","left","yes",336.023092269897,"2021-11-18 13:58:00",1637266415.65186,"standing1",1
25,1,9,"experiment","standing",1,14,"switch","congruent","dashed","square","yellow","right","right","yes",406.096935272217,"2021-11-18 13:58:00",1637266417.42886,"standing1",1
25,1,9,"experiment","standing",1,15,"switch","congruent","solid","square","yellow","right","right","yes",586.902856826782,"2021-11-18 13:58:00",1637266419.37869,"standing1",1
25,1,9,"experiment","standing",1,16,"switch","congruent","dashed","triangle","blue","left","left","yes",511.75594329834,"2021-11-18 13:58:00",1637266421.21051,"standing1",1
25,1,9,"experiment","standing",1,17,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",507.015943527222,"2021-11-18 13:58:00",1637266423.04239,"standing1",1
25,1,9,"experiment","standing",1,18,"switch","congruent","solid","triangle","blue","left","left","yes",541.791200637817,"2021-11-18 13:58:00",1637266424.93326,"standing1",1
25,1,9,"experiment","standing",1,19,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",824.804067611694,"2021-11-18 13:58:00",1637266427.12307,"standing1",1
25,1,9,"experiment","standing",1,20,"switch","incongruent","dashed","square","blue","right","right","yes",668.123960494995,"2021-11-18 13:58:00",1637266429.13131,"standing1",1
25,1,9,"experiment","standing",1,21,"noswitch","incongruent","dashed","square","blue","right","right","yes",535.478830337524,"2021-11-18 13:58:00",1637266431.02226,"standing1",1
25,1,9,"experiment","standing",1,22,"noswitch","congruent","dashed","triangle","blue","left","left","yes",495.63193321228,"2021-11-18 13:58:00",1637266432.85391,"standing1",1
25,1,9,"experiment","standing",1,23,"noswitch","congruent","dashed","square","yellow","right","right","yes",556.173086166382,"2021-11-18 13:58:00",1637266434.74606,"standing1",1
25,1,9,"experiment","standing",1,24,"switch","incongruent","solid","square","blue","left","left","yes",992.161989212036,"2021-11-18 13:58:00",1637266437.11244,"standing1",1
25,1,9,"experiment","standing",1,25,"noswitch","congruent","solid","triangle","blue","left","left","yes",364.199876785278,"2021-11-18 13:58:00",1637266438.8251,"standing1",1
25,1,9,"experiment","standing",1,26,"noswitch","congruent","solid","square","yellow","right","right","yes",613.862991333008,"2021-11-18 13:58:00",1637266440.77448,"standing1",1
25,1,9,"experiment","standing",1,27,"switch","incongruent","dashed","square","blue","right","right","yes",574.703931808472,"2021-11-18 13:58:00",1637266442.66501,"standing1",1
25,1,9,"experiment","standing",1,28,"switch","incongruent","solid","square","blue","left","left","yes",726.119041442871,"2021-11-18 13:58:00",1637266444.73623,"standing1",1
25,1,9,"experiment","standing",1,29,"switch","incongruent","dashed","square","blue","right","right","yes",901.077032089233,"2021-11-18 13:58:00",1637266446.98708,"standing1",1
25,1,9,"experiment","standing",1,30,"switch","congruent","solid","square","yellow","right","right","yes",1005.05089759827,"2021-11-18 13:58:00",1637266449.35328,"standing1",1
25,1,9,"experiment","standing",1,31,"switch","incongruent","dashed","triangle","yellow","left","left","yes",612.237930297852,"2021-11-18 13:58:00",1637266451.30437,"standing1",1
25,1,9,"experiment","standing",1,32,"noswitch","congruent","dashed","triangle","blue","left","left","yes",721.902847290039,"2021-11-18 13:58:00",1637266453.37307,"standing1",1
25,1,9,"experiment","standing",1,33,"switch","incongruent","solid","square","blue","left","left","yes",654.010057449341,"2021-11-18 13:58:00",1637266455.38443,"standing1",1
25,1,9,"experiment","standing",1,34,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",1399.91402626038,"2021-11-18 13:58:00",1637266458.10612,"standing1",1
25,1,9,"experiment","standing",1,36,"noswitch","incongruent","dashed","square","blue","right","right","yes",517.590045928955,"2021-11-18 13:58:00",1637266467.65089,"standing1",1
25,1,9,"experiment","standing",1,37,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",418.624877929688,"2021-11-18 13:58:00",1637266469.42453,"standing1",1
25,1,9,"experiment","standing",1,38,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",419.32201385498,"2021-11-18 13:58:00",1637266471.19584,"standing1",1
25,1,9,"experiment","standing",1,39,"noswitch","congruent","dashed","square","yellow","right","right","yes",615.464210510254,"2021-11-18 13:58:00",1637266473.1466,"standing1",1
25,1,9,"experiment","standing",1,40,"switch","incongruent","solid","square","blue","right","left","no",564.520120620728,"2021-11-18 13:58:00",1637266475.03819,"standing1",0
25,1,9,"experiment","standing",1,41,"switch","congruent","dashed","square","yellow","right","right","yes",1341.53389930725,"2021-11-18 13:58:00",1637266482.70425,"standing1",1
25,1,9,"experiment","standing",1,42,"switch","congruent","solid","triangle","blue","left","left","yes",946.60496711731,"2021-11-18 13:58:00",1637266485.01108,"standing1",1
25,1,9,"experiment","standing",1,43,"switch","congruent","dashed","triangle","blue","left","left","yes",442.586898803711,"2021-11-18 13:58:00",1637266486.78433,"standing1",1
25,1,9,"experiment","standing",1,44,"switch","incongruent","solid","square","blue","left","left","yes",488.495111465454,"2021-11-18 13:58:00",1637266488.61805,"standing1",1
25,1,9,"experiment","standing",1,45,"switch","congruent","dashed","triangle","blue","left","left","yes",387.604951858521,"2021-11-18 13:58:00",1637266490.333,"standing1",1
25,1,9,"experiment","standing",1,46,"switch","congruent","solid","triangle","blue","left","left","yes",392.145156860352,"2021-11-18 13:58:00",1637266492.04636,"standing1",1
25,1,9,"experiment","standing",1,47,"noswitch","incongruent","solid","triangle","yellow","left","right","no",475.058794021606,"2021-11-18 13:58:00",1637266493.87803,"standing1",0
25,1,9,"experiment","standing",1,48,"noswitch","congruent","solid","square","yellow","right","right","yes",531.124830245972,"2021-11-18 13:58:00",1637266500.77627,"standing1",1
25,1,9,"experiment","standing",1,49,"noswitch","congruent","solid","square","yellow","right","right","yes",382.987976074219,"2021-11-18 13:58:00",1637266502.48878,"standing1",1
25,1,9,"experiment","standing",2,2,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",346.224069595337,"2021-11-18 13:58:00",1637266508.70768,"standing2",1
25,1,9,"experiment","standing",2,3,"switch","congruent","dashed","triangle","blue","left","left","yes",361.293077468872,"2021-11-18 13:58:00",1637266510.42489,"standing2",1
25,1,9,"experiment","standing",2,4,"noswitch","incongruent","dashed","square","blue","right","right","yes",343.552112579346,"2021-11-18 13:58:00",1637266512.1418,"standing2",1
25,1,9,"experiment","standing",2,5,"switch","incongruent","solid","square","blue","left","left","yes",508.543968200684,"2021-11-18 13:58:00",1637266513.97348,"standing2",1
25,1,9,"experiment","standing",2,6,"switch","incongruent","dashed","triangle","yellow","left","left","yes",353.711843490601,"2021-11-18 13:58:00",1637266515.6868,"standing2",1
25,1,9,"experiment","standing",2,7,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",281.865119934082,"2021-11-18 13:58:00",1637266517.34149,"standing2",1
25,1,9,"experiment","standing",2,8,"switch","congruent","solid","triangle","blue","left","left","yes",1085.57391166687,"2021-11-18 13:58:00",1637266519.76697,"standing2",1
25,1,9,"experiment","standing",2,9,"switch","congruent","dashed","triangle","blue","left","left","yes",413.329124450684,"2021-11-18 13:58:00",1637266521.54022,"standing2",1
25,1,9,"experiment","standing",2,10,"switch","congruent","solid","square","yellow","right","right","yes",463.207006454468,"2021-11-18 13:58:00",1637266523.37374,"standing2",1
25,1,9,"experiment","standing",2,11,"switch","incongruent","dashed","triangle","yellow","left","left","yes",405.078887939453,"2021-11-18 13:58:00",1637266525.14745,"standing2",1
25,1,9,"experiment","standing",2,12,"switch","congruent","solid","triangle","blue","left","left","yes",1088.92703056335,"2021-11-18 13:58:00",1637266527.57247,"standing2",1
25,1,9,"experiment","standing",2,13,"switch","congruent","dashed","square","yellow","right","right","yes",382.253885269165,"2021-11-18 13:58:00",1637266529.28712,"standing2",1
25,1,9,"experiment","standing",2,14,"noswitch","congruent","dashed","square","yellow","right","right","yes",403.509140014648,"2021-11-18 13:58:00",1637266531.05938,"standing2",1
25,1,9,"experiment","standing",2,15,"switch","incongruent","solid","square","blue","left","left","yes",480.638027191162,"2021-11-18 13:58:00",1637266532.89585,"standing2",1
25,1,9,"experiment","standing",2,16,"noswitch","congruent","solid","triangle","blue","left","left","yes",448.074102401733,"2021-11-18 13:58:00",1637266534.66882,"standing2",1
25,1,9,"experiment","standing",2,17,"switch","congruent","dashed","triangle","blue","left","left","yes",504.148960113525,"2021-11-18 13:58:00",1637266536.50091,"standing2",1
25,1,9,"experiment","standing",2,18,"switch","incongruent","solid","triangle","yellow","right","right","yes",481.017827987671,"2021-11-18 13:58:00",1637266538.33658,"standing2",1
25,1,9,"experiment","standing",2,19,"noswitch","congruent","solid","triangle","blue","left","left","yes",348.21605682373,"2021-11-18 13:58:00",1637266540.05473,"standing2",1
25,1,9,"experiment","standing",2,20,"switch","congruent","dashed","square","yellow","right","right","yes",471.760034561157,"2021-11-18 13:58:00",1637266541.89063,"standing2",1
25,1,9,"experiment","standing",2,21,"noswitch","incongruent","dashed","square","blue","right","right","yes",533.51902961731,"2021-11-18 13:58:00",1637266543.78234,"standing2",1
25,1,9,"experiment","standing",2,22,"noswitch","congruent","dashed","square","yellow","right","right","yes",342.579126358032,"2021-11-18 13:58:00",1637266545.43872,"standing2",1
25,1,9,"experiment","standing",2,23,"switch","congruent","solid","square","yellow","right","right","yes",354.460000991821,"2021-11-18 13:58:00",1637266547.15327,"standing2",1
25,1,9,"experiment","standing",2,24,"noswitch","congruent","solid","square","yellow","right","right","yes",339.203119277954,"2021-11-18 13:58:00",1637266548.80799,"standing2",1
25,1,9,"experiment","standing",2,25,"noswitch","incongruent","solid","square","blue","left","left","yes",554.387092590332,"2021-11-18 13:58:00",1637266550.69996,"standing2",1
25,1,9,"experiment","standing",2,26,"switch","congruent","dashed","triangle","blue","left","left","yes",347.303152084351,"2021-11-18 13:58:00",1637266552.41316,"standing2",1
25,1,9,"experiment","standing",2,27,"noswitch","congruent","dashed","square","yellow","right","right","yes",508.147954940796,"2021-11-18 13:58:00",1637266554.24443,"standing2",1
25,1,9,"experiment","standing",2,28,"noswitch","congruent","dashed","triangle","blue","left","left","yes",342.802047729492,"2021-11-18 13:58:00",1637266555.96091,"standing2",1
25,1,9,"experiment","standing",2,30,"switch","congruent","solid","triangle","blue","left","left","yes",387.010097503662,"2021-11-18 13:58:00",1637266565.39617,"standing2",1
25,1,9,"experiment","standing",2,31,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",978.48916053772,"2021-11-18 13:58:00",1637266567.70132,"standing2",1
25,1,9,"experiment","standing",2,32,"switch","incongruent","dashed","square","blue","right","right","yes",572.326898574829,"2021-11-18 13:58:00",1637266569.59153,"standing2",1
25,1,9,"experiment","standing",2,33,"switch","incongruent","solid","triangle","yellow","right","right","yes",525.601148605347,"2021-11-18 13:58:00",1637266571.48256,"standing2",1
25,1,9,"experiment","standing",2,34,"switch","incongruent","dashed","square","blue","right","right","yes",454.006910324097,"2021-11-18 13:58:00",1637266573.25478,"standing2",1
25,1,9,"experiment","standing",2,35,"switch","congruent","solid","square","yellow","right","right","yes",640.033960342407,"2021-11-18 13:58:00",1637266575.26507,"standing2",1
25,1,9,"experiment","standing",2,36,"noswitch","congruent","solid","square","yellow","right","right","yes",468.554973602295,"2021-11-18 13:58:00",1637266577.09722,"standing2",1
25,1,9,"experiment","standing",2,37,"switch","congruent","dashed","triangle","blue","left","left","yes",337.405920028687,"2021-11-18 13:58:00",1637266578.81347,"standing2",1
25,1,9,"experiment","standing",2,38,"switch","incongruent","solid","triangle","yellow","right","right","yes",411.801099777222,"2021-11-18 13:58:00",1637266580.5921,"standing2",1
25,1,9,"experiment","standing",2,39,"switch","incongruent","dashed","triangle","yellow","left","left","yes",426.587820053101,"2021-11-18 13:58:00",1637266582.36927,"standing2",1
25,1,9,"experiment","standing",2,41,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",546.452045440674,"2021-11-18 13:58:00",1637266591.98413,"standing2",1
25,1,9,"experiment","standing",2,42,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",411.181926727295,"2021-11-18 13:58:00",1637266593.75614,"standing2",1
25,1,9,"experiment","standing",2,43,"noswitch","incongruent","dashed","square","blue","right","right","yes",463.813066482544,"2021-11-18 13:58:00",1637266595.59034,"standing2",1
25,1,9,"experiment","standing",2,44,"switch","congruent","solid","square","yellow","right","right","yes",426.143884658813,"2021-11-18 13:58:00",1637266597.36256,"standing2",1
25,1,9,"experiment","standing",2,45,"noswitch","incongruent","solid","square","blue","left","left","yes",784.518957138062,"2021-11-18 13:58:00",1637266599.49365,"standing2",1
25,1,9,"experiment","standing",2,46,"noswitch","congruent","solid","triangle","blue","left","left","yes",495.481967926025,"2021-11-18 13:58:00",1637266601.32599,"standing2",1
25,1,9,"experiment","standing",2,47,"noswitch","incongruent","solid","square","blue","left","left","yes",877.488851547241,"2021-11-18 13:58:00",1637266603.57347,"standing2",1
25,1,9,"experiment","standing",2,48,"noswitch","incongruent","solid","square","blue","left","left","yes",524.035930633545,"2021-11-18 13:58:00",1637266605.46651,"standing2",1
25,1,9,"experiment","standing",2,49,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",428.498983383179,"2021-11-18 13:58:00",1637266607.23898,"standing2",1
25,1,9,"experiment","standing",3,2,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",522.968053817749,"2021-11-18 13:58:00",1637266619.81823,"standing3",1
25,1,9,"experiment","standing",3,3,"switch","congruent","solid","triangle","blue","left","left","yes",426.449060440063,"2021-11-18 13:58:00",1637266621.59127,"standing3",1
25,1,9,"experiment","standing",3,4,"switch","incongruent","dashed","triangle","yellow","left","left","yes",360.105991363525,"2021-11-18 13:58:00",1637266623.30504,"standing3",1
25,1,9,"experiment","standing",3,5,"switch","congruent","solid","triangle","blue","left","left","yes",323.225021362305,"2021-11-18 13:58:00",1637266624.95939,"standing3",1
25,1,9,"experiment","standing",3,6,"switch","incongruent","dashed","triangle","yellow","left","left","yes",324.425935745239,"2021-11-18 13:58:00",1637266626.61266,"standing3",1
25,1,9,"experiment","standing",3,7,"switch","congruent","solid","triangle","blue","left","left","yes",325.118064880371,"2021-11-18 13:58:00",1637266628.26605,"standing3",1
25,1,9,"experiment","standing",3,8,"noswitch","incongruent","solid","triangle","yellow","left","right","no",771.121025085449,"2021-11-18 13:58:00",1637266630.39408,"standing3",0
25,1,9,"experiment","standing",3,9,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",653.774976730347,"2021-11-18 13:58:00",1637266637.40645,"standing3",1
25,1,9,"experiment","standing",3,10,"noswitch","incongruent","solid","square","blue","left","left","yes",383.09383392334,"2021-11-18 13:58:00",1637266639.11989,"standing3",1
25,1,9,"experiment","standing",3,11,"switch","congruent","dashed","square","yellow","right","right","yes",632.795095443726,"2021-11-18 13:58:00",1637266641.07017,"standing3",1
25,1,9,"experiment","standing",3,12,"switch","congruent","solid","square","yellow","right","right","yes",542.119026184082,"2021-11-18 13:58:00",1637266642.96058,"standing3",1
25,1,9,"experiment","standing",3,13,"switch","incongruent","dashed","square","blue","right","right","yes",710.922956466675,"2021-11-18 13:58:00",1637266645.03087,"standing3",1
