"sj" "cb" "blockNumber" "blockType" "trialNum" "congruency" "posture" "wordStim" "inkColour" "rt" "cResp" "resp" "ac"
"11_1_1" 1 5 "experimental" 12 "neutral" "STANDING" "XXXXX" "green" 350 2 2 1
"11_1_1" 1 5 "experimental" 13 "incongruent" "STANDING" "RED" "green" 801 2 2 1
"11_1_1" 1 5 "experimental" 14 "incongruent" "STANDING" "GREEN" "red" 353 1 1 1
"11_1_1" 1 5 "experimental" 15 "incongruent" "STANDING" "RED" "green" 299 2 2 1
"11_1_1" 1 5 "experimental" 16 "congruent" "STANDING" "RED" "red" 416 1 1 1
"11_1_1" 1 5 "experimental" 17 "neutral" "STANDING" "XXX" "green" 424 2 2 1
"11_1_1" 1 5 "experimental" 18 "congruent" "STANDING" "RED" "red" 263 1 1 1
"11_1_1" 1 5 "experimental" 19 "congruent" "STANDING" "GREEN" "green" 461 2 2 1
"11_1_1" 1 5 "experimental" 20 "neutral" "STANDING" "XXXXX" "red" 283 1 1 1
"11_1_1" 1 5 "experimental" 21 "neutral" "STANDING" "XXX" "red" 305 1 1 1
"11_1_1" 1 5 "experimental" 22 "incongruent" "STANDING" "GREEN" "red" 317 1 1 1
"11_1_1" 1 5 "experimental" 23 "congruent" "STANDING" "GREEN" "green" 313 2 2 1
"11_1_1" 1 5 "experimental" 24 "neutral" "STANDING" "XXXXX" "green" 573 2 2 1
"11_1_1" 1 5 "experimental" 25 "congruent" "STANDING" "RED" "red" 366 1 1 1
"11_1_1" 1 5 "experimental" 26 "incongruent" "STANDING" "RED" "green" 467 2 2 1
"11_1_1" 1 5 "experimental" 27 "neutral" "STANDING" "XXX" "green" 422 2 2 1
"11_1_1" 1 5 "experimental" 28 "congruent" "STANDING" "RED" "red" 365 1 1 1
"11_1_1" 1 5 "experimental" 29 "neutral" "STANDING" "XXXXX" "red" 423 1 1 1
"11_1_1" 1 5 "experimental" 30 "incongruent" "STANDING" "GREEN" "red" 703 1 1 1
"11_1_1" 1 5 "experimental" 31 "neutral" "STANDING" "XXXXX" "green" 346 2 2 1
"11_1_1" 1 5 "experimental" 32 "congruent" "STANDING" "GREEN" "green" 413 2 2 1
"11_1_1" 1 5 "experimental" 33 "congruent" "STANDING" "GREEN" "green" 437 2 2 1
"11_1_1" 1 5 "experimental" 34 "incongruent" "STANDING" "RED" "green" 500 2 2 1
"11_1_1" 1 5 "experimental" 35 "neutral" "STANDING" "XXX" "red" 305 1 1 1
"11_1_1" 1 5 "experimental" 36 "incongruent" "STANDING" "GREEN" "red" 309 1 1 1
"11_1_1" 1 7 "experimental" 1 "incongruent" "SITTING" "RED" "green" 696 2 2 1
"11_1_1" 1 7 "experimental" 2 "congruent" "SITTING" "RED" "red" 316 1 1 1
"11_1_1" 1 7 "experimental" 3 "incongruent" "SITTING" "GREEN" "red" 808 1 1 1
"11_1_1" 1 7 "experimental" 4 "neutral" "SITTING" "XXX" "green" 424 2 2 1
"11_1_1" 1 7 "experimental" 5 "neutral" "SITTING" "XXXXX" "red" 471 1 1 1
"11_1_1" 1 7 "experimental" 6 "congruent" "SITTING" "GREEN" "green" 549 2 2 1
"11_1_1" 1 7 "experimental" 7 "incongruent" "SITTING" "RED" "green" 487 2 2 1
"11_1_1" 1 7 "experimental" 8 "congruent" "SITTING" "RED" "red" 332 1 1 1
"11_1_1" 1 7 "experimental" 9 "incongruent" "SITTING" "GREEN" "red" 703 1 1 1
"11_1_1" 1 7 "experimental" 10 "congruent" "SITTING" "GREEN" "green" 491 2 2 1
"11_1_1" 1 7 "experimental" 11 "neutral" "SITTING" "XXXXX" "green" 752 2 2 1
"11_1_1" 1 7 "experimental" 12 "neutral" "SITTING" "XXX" "red" 386 1 1 1
"11_1_1" 1 7 "experimental" 13 "neutral" "SITTING" "XXX" "green" 491 2 2 1
"11_1_1" 1 7 "experimental" 14 "neutral" "SITTING" "XXXXX" "green" 567 2 2 1
"11_1_1" 1 7 "experimental" 15 "incongruent" "SITTING" "RED" "green" 457 2 2 1
"11_1_1" 1 7 "experimental" 16 "congruent" "SITTING" "RED" "red" 399 1 1 1
"11_1_1" 1 7 "experimental" 17 "incongruent" "SITTING" "GREEN" "red" 375 1 1 1
"11_1_1" 1 7 "experimental" 18 "congruent" "SITTING" "GREEN" "green" 402 2 2 1
"11_1_1" 1 7 "experimental" 19 "congruent" "SITTING" "RED" "red" 345 1 1 1
"11_1_1" 1 7 "experimental" 20 "incongruent" "SITTING" "RED" "green" 324 2 2 1
"11_1_1" 1 7 "experimental" 21 "neutral" "SITTING" "XXX" "red" 583 1 1 1
"11_1_1" 1 7 "experimental" 22 "neutral" "SITTING" "XXXXX" "red" 352 1 1 1
"11_1_1" 1 7 "experimental" 23 "incongruent" "SITTING" "GREEN" "red" 339 1 1 1
"11_1_1" 1 7 "experimental" 24 "congruent" "SITTING" "GREEN" "green" 382 2 2 1
"11_1_1" 1 7 "experimental" 25 "neutral" "SITTING" "XXXXX" "green" 471 2 2 1
"11_1_1" 1 7 "experimental" 26 "neutral" "SITTING" "XXXXX" "red" 717 1 1 1
"11_1_1" 1 7 "experimental" 27 "neutral" "SITTING" "XXX" "red" 369 1 1 1
"11_1_1" 1 7 "experimental" 28 "congruent" "SITTING" "RED" "red" 331 1 1 1
"11_1_1" 1 7 "experimental" 29 "congruent" "SITTING" "GREEN" "green" 406 2 2 1
"11_1_1" 1 7 "experimental" 30 "congruent" "SITTING" "RED" "red" 358 1 1 1
"11_1_1" 1 7 "experimental" 31 "neutral" "SITTING" "XXX" "green" 416 2 2 1
"11_1_1" 1 7 "experimental" 32 "incongruent" "SITTING" "RED" "green" 480 2 2 1
"11_1_1" 1 7 "experimental" 33 "incongruent" "SITTING" "GREEN" "red" 389 1 1 1
"11_1_1" 1 7 "experimental" 34 "incongruent" "SITTING" "RED" "green" 470 2 2 1
"11_1_1" 1 7 "experimental" 35 "congruent" "SITTING" "GREEN" "green" 500 2 2 1
"11_1_1" 1 7 "experimental" 36 "incongruent" "SITTING" "GREEN" "red" 464 1 1 1
"11_1_1" 1 8 "experimental" 1 "congruent" "SITTING" "RED" "red" 510 1 1 1
"11_1_1" 1 8 "experimental" 2 "incongruent" "SITTING" "RED" "green" 466 2 2 1
"11_1_1" 1 8 "experimental" 3 "neutral" "SITTING" "XXXXX" "green" 463 2 2 1
"11_1_1" 1 8 "experimental" 4 "neutral" "SITTING" "XXXXX" "red" 317 1 1 1
"11_1_1" 1 8 "experimental" 5 "congruent" "SITTING" "GREEN" "green" 489 2 2 1
"11_1_1" 1 8 "experimental" 6 "incongruent" "SITTING" "GREEN" "red" 451 1 1 1
"11_1_1" 1 8 "experimental" 7 "neutral" "SITTING" "XXX" "green" 452 2 2 1
"11_1_1" 1 8 "experimental" 8 "incongruent" "SITTING" "RED" "green" 595 2 2 1
"11_1_1" 1 8 "experimental" 9 "neutral" "SITTING" "XXX" "red" 339 1 1 1
"11_1_1" 1 8 "experimental" 10 "incongruent" "SITTING" "GREEN" "red" 694 1 1 1
"11_1_1" 1 8 "experimental" 11 "congruent" "SITTING" "RED" "red" 362 1 1 1
"11_1_1" 1 8 "experimental" 12 "congruent" "SITTING" "GREEN" "green" 475 2 2 1
"11_1_1" 1 8 "experimental" 13 "incongruent" "SITTING" "RED" "green" 512 2 2 1
"11_1_1" 1 8 "experimental" 14 "congruent" "SITTING" "RED" "red" 692 1 1 1
"11_1_1" 1 8 "experimental" 15 "congruent" "SITTING" "GREEN" "green" 456 2 2 1
"11_1_1" 1 8 "experimental" 16 "congruent" "SITTING" "RED" "red" 461 1 1 1
"11_1_1" 1 8 "experimental" 17 "neutral" "SITTING" "XXX" "green" 396 2 2 1
"11_1_1" 1 8 "experimental" 18 "neutral" "SITTING" "XXXXX" "green" 668 2 2 1
"11_1_1" 1 8 "experimental" 19 "incongruent" "SITTING" "GREEN" "red" 322 1 1 1
"11_1_1" 1 8 "experimental" 20 "incongruent" "SITTING" "RED" "green" 317 2 2 1
"11_1_1" 1 8 "experimental" 21 "neutral" "SITTING" "XXX" "red" 330 1 1 1
"11_1_1" 1 8 "experimental" 22 "congruent" "SITTING" "GREEN" "green" 413 2 2 1
"11_1_1" 1 8 "experimental" 23 "incongruent" "SITTING" "GREEN" "red" 381 1 1 1
"11_1_1" 1 8 "experimental" 24 "neutral" "SITTING" "XXXXX" "red" 806 1 1 1
"11_1_1" 1 8 "experimental" 25 "neutral" "SITTING" "XXX" "red" 390 1 1 1
"11_1_1" 1 8 "experimental" 26 "neutral" "SITTING" "XXX" "green" 463 2 2 1
"11_1_1" 1 8 "experimental" 27 "incongruent" "SITTING" "RED" "green" 453 2 2 1
"11_1_1" 1 8 "experimental" 28 "incongruent" "SITTING" "GREEN" "red" 434 1 1 1
"11_1_1" 1 8 "experimental" 29 "congruent" "SITTING" "RED" "red" 434 1 1 1
"11_1_1" 1 8 "experimental" 30 "neutral" "SITTING" "XXXXX" "red" 385 1 1 1
"11_1_1" 1 8 "experimental" 31 "incongruent" "SITTING" "RED" "green" 323 2 2 1
"11_1_1" 1 8 "experimental" 32 "congruent" "SITTING" "GREEN" "green" 422 2 2 1
"11_1_1" 1 8 "experimental" 33 "neutral" "SITTING" "XXXXX" "green" 420 2 2 1
"11_1_1" 1 8 "experimental" 34 "congruent" "SITTING" "RED" "red" 372 1 1 1
"11_1_1" 1 8 "experimental" 35 "congruent" "SITTING" "GREEN" "green" 455 2 2 1
"11_1_1" 1 8 "experimental" 36 "incongruent" "SITTING" "GREEN" "red" 301 1 1 1
"11_1_1" 1 9 "experimental" 1 "neutral" "SITTING" "XXX" "green" 409 2 2 1
"11_1_1" 1 9 "experimental" 2 "incongruent" "SITTING" "RED" "green" 425 2 2 1
"11_1_1" 1 9 "experimental" 3 "congruent" "SITTING" "RED" "red" 456 1 1 1
"11_1_1" 1 9 "experimental" 4 "incongruent" "SITTING" "GREEN" "red" 382 1 1 1
"11_1_1" 1 9 "experimental" 5 "neutral" "SITTING" "XXXXX" "red" 967 1 1 1
"11_1_1" 1 9 "experimental" 6 "congruent" "SITTING" "GREEN" "green" 424 2 2 1
"11_1_1" 1 9 "experimental" 7 "neutral" "SITTING" "XXXXX" "green" 471 2 2 1
"11_1_1" 1 9 "experimental" 8 "congruent" "SITTING" "RED" "red" 421 1 1 1
"11_1_1" 1 9 "experimental" 9 "neutral" "SITTING" "XXX" "red" 517 1 1 1
"11_1_1" 1 9 "experimental" 10 "congruent" "SITTING" "GREEN" "green" 456 2 2 1
"11_1_1" 1 9 "experimental" 11 "incongruent" "SITTING" "RED" "green" 614 2 2 1
"11_1_1" 1 9 "experimental" 12 "incongruent" "SITTING" "GREEN" "red" 750 1 1 1
"11_1_1" 1 9 "experimental" 13 "incongruent" "SITTING" "RED" "green" 432 2 2 1
"11_1_1" 1 9 "experimental" 14 "neutral" "SITTING" "XXXXX" "red" 383 1 1 1
"11_1_1" 1 9 "experimental" 15 "incongruent" "SITTING" "GREEN" "red" 496 1 1 1
"11_1_1" 1 9 "experimental" 16 "incongruent" "SITTING" "RED" "green" 388 2 2 1
"11_1_1" 1 9 "experimental" 17 "neutral" "SITTING" "XXX" "green" 869 2 2 1
"11_1_1" 1 9 "experimental" 18 "congruent" "SITTING" "RED" "red" 346 1 1 1
"11_1_1" 1 9 "experimental" 19 "neutral" "SITTING" "XXX" "red" 437 1 1 1
"11_1_1" 1 9 "experimental" 20 "congruent" "SITTING" "GREEN" "green" 420 2 2 1
"11_1_1" 1 9 "experimental" 21 "neutral" "SITTING" "XXXXX" "green" 620 2 2 1
"11_1_1" 1 9 "experimental" 22 "incongruent" "SITTING" "GREEN" "red" 331 1 1 1
"11_1_1" 1 9 "experimental" 23 "congruent" "SITTING" "RED" "red" 375 1 1 1
"11_1_1" 1 9 "experimental" 24 "congruent" "SITTING" "GREEN" "green" 456 2 2 1
"11_1_1" 1 9 "experimental" 25 "neutral" "SITTING" "XXX" "red" 526 1 1 1
"11_1_1" 1 9 "experimental" 26 "neutral" "SITTING" "XXXXX" "red" 489 1 1 1
"11_1_1" 1 9 "experimental" 27 "congruent" "SITTING" "RED" "red" 285 1 1 1
"11_1_1" 1 9 "experimental" 28 "neutral" "SITTING" "XXXXX" "green" 451 2 2 1
"11_1_1" 1 9 "experimental" 29 "congruent" "SITTING" "RED" "red" 537 1 1 1
"11_1_1" 1 9 "experimental" 30 "congruent" "SITTING" "GREEN" "green" 308 2 2 1
"11_1_1" 1 9 "experimental" 31 "incongruent" "SITTING" "RED" "green" 520 2 2 1
"11_1_1" 1 9 "experimental" 32 "congruent" "SITTING" "GREEN" "green" 372 2 2 1
"11_1_1" 1 9 "experimental" 33 "incongruent" "SITTING" "GREEN" "red" 421 1 1 1
"11_1_1" 1 9 "experimental" 34 "incongruent" "SITTING" "RED" "green" 525 2 2 1
"11_1_1" 1 9 "experimental" 35 "incongruent" "SITTING" "GREEN" "red" 568 1 1 1
"11_1_1" 1 9 "experimental" 36 "neutral" "SITTING" "XXX" "green" 497 2 2 1
"11_1_1" 1 10 "experimental" 1 "congruent" "SITTING" "RED" "red" 334 1 1 1
"11_1_1" 1 10 "experimental" 2 "congruent" "SITTING" "RED" "red" 497 1 1 1
"11_1_1" 1 10 "experimental" 3 "neutral" "SITTING" "XXXXX" "green" 477 2 2 1
"11_1_1" 1 10 "experimental" 4 "neutral" "SITTING" "XXXXX" "red" 386 1 1 1
"11_1_1" 1 10 "experimental" 5 "incongruent" "SITTING" "RED" "green" 334 2 2 1
"11_1_1" 1 10 "experimental" 6 "neutral" "SITTING" "XXX" "green" 575 2 2 1
"11_1_1" 1 10 "experimental" 7 "congruent" "SITTING" "GREEN" "green" 424 2 2 1
"11_1_1" 1 10 "experimental" 8 "congruent" "SITTING" "GREEN" "green" 439 2 2 1
"11_1_1" 1 10 "experimental" 9 "neutral" "SITTING" "XXX" "red" 526 1 1 1
"11_1_1" 1 10 "experimental" 10 "incongruent" "SITTING" "GREEN" "red" 528 1 1 1
"11_1_1" 1 10 "experimental" 11 "incongruent" "SITTING" "RED" "green" 491 2 2 1
"11_1_1" 1 10 "experimental" 12 "incongruent" "SITTING" "GREEN" "red" 472 1 1 1
"11_1_1" 1 10 "experimental" 13 "neutral" "SITTING" "XXXXX" "red" 445 1 1 1
"11_1_1" 1 10 "experimental" 14 "neutral" "SITTING" "XXX" "green" 683 2 2 1
"11_1_1" 1 10 "experimental" 15 "congruent" "SITTING" "RED" "red" 376 1 1 1
"11_1_1" 1 10 "experimental" 16 "incongruent" "SITTING" "RED" "green" 457 2 2 1
"11_1_1" 1 10 "experimental" 17 "congruent" "SITTING" "GREEN" "green" 447 2 2 1
"11_1_1" 1 10 "experimental" 18 "congruent" "SITTING" "RED" "red" 437 1 1 1
"11_1_1" 1 10 "experimental" 19 "neutral" "SITTING" "XXX" "red" 501 1 1 1
"11_1_1" 1 10 "experimental" 20 "incongruent" "SITTING" "GREEN" "red" 377 1 1 1
"11_1_1" 1 10 "experimental" 21 "neutral" "SITTING" "XXXXX" "green" 386 2 2 1
"11_1_1" 1 10 "experimental" 22 "incongruent" "SITTING" "RED" "green" 492 2 2 1
"11_1_1" 1 10 "experimental" 23 "incongruent" "SITTING" "GREEN" "red" 344 1 1 1
"11_1_1" 1 10 "experimental" 24 "congruent" "SITTING" "GREEN" "green" 435 2 2 1
"11_1_1" 1 10 "experimental" 25 "incongruent" "SITTING" "RED" "green" 442 2 2 1
"11_1_1" 1 10 "experimental" 26 "congruent" "SITTING" "RED" "red" 304 1 1 1
"11_1_1" 1 10 "experimental" 27 "incongruent" "SITTING" "GREEN" "red" 461 1 1 1
"11_1_1" 1 10 "experimental" 28 "neutral" "SITTING" "XXX" "green" 395 2 2 1
"11_1_1" 1 10 "experimental" 29 "neutral" "SITTING" "XXX" "red" 250 1 1 1
"11_1_1" 1 10 "experimental" 30 "congruent" "SITTING" "GREEN" "green" 370 2 2 1
"11_1_1" 1 10 "experimental" 31 "neutral" "SITTING" "XXXXX" "green" 364 1 2 0
"11_1_1" 1 10 "experimental" 32 "congruent" "SITTING" "RED" "red" 742 1 1 1
"11_1_1" 1 10 "experimental" 33 "neutral" "SITTING" "XXXXX" "red" 455 1 1 1
"11_1_1" 1 10 "experimental" 34 "congruent" "SITTING" "GREEN" "green" 341 2 2 1
"11_1_1" 1 10 "experimental" 35 "incongruent" "SITTING" "RED" "green" 584 2 2 1
"11_1_1" 1 10 "experimental" 36 "incongruent" "SITTING" "GREEN" "red" 465 1 1 1
"12_2_2" 2 2 "experimental" 1 "incongruent" "SITTING" "GREEN" "red" 0 1 0 0
"12_2_2" 2 2 "experimental" 2 "congruent" "SITTING" "RED" "red" 511 1 1 1
"12_2_2" 2 2 "experimental" 3 "congruent" "SITTING" "GREEN" "green" 266 2 2 1
"12_2_2" 2 2 "experimental" 4 "neutral" "SITTING" "XXX" "green" 272 1 2 0
"12_2_2" 2 2 "experimental" 5 "incongruent" "SITTING" "RED" "green" 565 2 2 1
"12_2_2" 2 2 "experimental" 6 "congruent" "SITTING" "RED" "red" 351 1 1 1
"12_2_2" 2 2 "experimental" 7 "congruent" "SITTING" "GREEN" "green" 418 2 2 1
"12_2_2" 2 2 "experimental" 8 "neutral" "SITTING" "XXX" "red" 562 1 1 1
"12_2_2" 2 2 "experimental" 9 "incongruent" "SITTING" "GREEN" "red" 531 1 1 1
"12_2_2" 2 2 "experimental" 10 "neutral" "SITTING" "XXXXX" "green" 350 2 2 1
"12_2_2" 2 2 "experimental" 11 "incongruent" "SITTING" "RED" "green" 289 1 2 0
"12_2_2" 2 2 "experimental" 12 "neutral" "SITTING" "XXXXX" "red" 990 1 1 1
"12_2_2" 2 2 "experimental" 13 "neutral" "SITTING" "XXX" "red" 686 1 1 1
"12_2_2" 2 2 "experimental" 14 "incongruent" "SITTING" "GREEN" "red" 434 1 1 1
"12_2_2" 2 2 "experimental" 15 "congruent" "SITTING" "RED" "red" 354 1 1 1
"12_2_2" 2 2 "experimental" 16 "neutral" "SITTING" "XXXXX" "green" 404 2 2 1
"12_2_2" 2 2 "experimental" 17 "neutral" "SITTING" "XXX" "green" 477 2 2 1
"12_2_2" 2 2 "experimental" 18 "incongruent" "SITTING" "RED" "green" 506 2 2 1
"12_2_2" 2 2 "experimental" 19 "congruent" "SITTING" "RED" "red" 382 1 1 1
"12_2_2" 2 2 "experimental" 20 "incongruent" "SITTING" "GREEN" "red" 528 1 1 1
"12_2_2" 2 2 "experimental" 21 "congruent" "SITTING" "GREEN" "green" 539 2 2 1
"12_2_2" 2 2 "experimental" 22 "congruent" "SITTING" "GREEN" "green" 318 1 2 0
"12_2_2" 2 2 "experimental" 23 "neutral" "SITTING" "XXXXX" "red" 518 1 1 1
"12_2_2" 2 2 "experimental" 24 "incongruent" "SITTING" "RED" "green" 693 2 2 1
"12_2_2" 2 2 "experimental" 25 "incongruent" "SITTING" "GREEN" "red" 465 1 1 1
"12_2_2" 2 2 "experimental" 26 "neutral" "SITTING" "XXX" "red" 870 1 1 1
"12_2_2" 2 2 "experimental" 27 "incongruent" "SITTING" "RED" "green" 371 2 2 1
"12_2_2" 2 2 "experimental" 28 "congruent" "SITTING" "RED" "red" 437 1 1 1
"12_2_2" 2 2 "experimental" 29 "congruent" "SITTING" "GREEN" "green" 475 2 2 1
"12_2_2" 2 2 "experimental" 30 "incongruent" "SITTING" "GREEN" "red" 536 1 1 1
"12_2_2" 2 2 "experimental" 31 "neutral" "SITTING" "XXXXX" "green" 907 2 2 1
"12_2_2" 2 2 "experimental" 32 "neutral" "SITTING" "XXX" "green" 718 2 2 1
"12_2_2" 2 2 "experimental" 33 "congruent" "SITTING" "GREEN" "green" 522 2 2 1
"12_2_2" 2 2 "experimental" 34 "neutral" "SITTING" "XXXXX" "red" 429 1 1 1
"12_2_2" 2 2 "experimental" 35 "incongruent" "SITTING" "RED" "green" 420 2 2 1
"12_2_2" 2 2 "experimental" 36 "congruent" "SITTING" "RED" "red" 540 1 1 1
"12_2_2" 2 3 "experimental" 1 "neutral" "SITTING" "XXXXX" "green" 479 2 2 1
"12_2_2" 2 3 "experimental" 2 "incongruent" "SITTING" "GREEN" "red" 580 2 1 0
"12_2_2" 2 3 "experimental" 3 "congruent" "SITTING" "GREEN" "green" 612 2 2 1
"12_2_2" 2 3 "experimental" 4 "incongruent" "SITTING" "RED" "green" 851 2 2 1
"12_2_2" 2 3 "experimental" 5 "congruent" "SITTING" "RED" "red" 505 1 1 1
"12_2_2" 2 3 "experimental" 6 "neutral" "SITTING" "XXXXX" "red" 597 1 1 1
"12_2_2" 2 3 "experimental" 7 "congruent" "SITTING" "GREEN" "green" 382 2 2 1
"12_2_2" 2 3 "experimental" 8 "incongruent" "SITTING" "GREEN" "red" 399 1 1 1
"12_2_2" 2 3 "experimental" 9 "incongruent" "SITTING" "RED" "green" 503 2 2 1
"12_2_2" 2 3 "experimental" 10 "congruent" "SITTING" "RED" "red" 411 1 1 1
"12_2_2" 2 3 "experimental" 11 "neutral" "SITTING" "XXX" "green" 355 2 2 1
"12_2_2" 2 3 "experimental" 12 "neutral" "SITTING" "XXX" "red" 556 1 1 1
"12_2_2" 2 3 "experimental" 13 "neutral" "SITTING" "XXXXX" "green" 407 2 2 1
"12_2_2" 2 3 "experimental" 14 "neutral" "SITTING" "XXXXX" "red" 390 1 1 1
"12_2_2" 2 3 "experimental" 15 "congruent" "SITTING" "GREEN" "green" 456 2 2 1
"12_2_2" 2 3 "experimental" 16 "incongruent" "SITTING" "GREEN" "red" 598 1 1 1
"12_2_2" 2 3 "experimental" 17 "neutral" "SITTING" "XXX" "green" 542 2 2 1
"12_2_2" 2 3 "experimental" 18 "incongruent" "SITTING" "RED" "green" 985 2 2 1
"12_2_2" 2 3 "experimental" 19 "congruent" "SITTING" "RED" "red" 553 1 1 1
"12_2_2" 2 3 "experimental" 20 "congruent" "SITTING" "RED" "red" 499 1 1 1
"12_2_2" 2 3 "experimental" 21 "incongruent" "SITTING" "GREEN" "red" 744 1 1 1
"12_2_2" 2 3 "experimental" 22 "congruent" "SITTING" "GREEN" "green" 417 2 2 1
"12_2_2" 2 3 "experimental" 23 "neutral" "SITTING" "XXX" "red" 441 1 1 1
"12_2_2" 2 3 "experimental" 24 "incongruent" "SITTING" "RED" "green" 464 2 2 1
"12_2_2" 2 3 "experimental" 25 "incongruent" "SITTING" "GREEN" "red" 414 1 1 1
"12_2_2" 2 3 "experimental" 26 "congruent" "SITTING" "RED" "red" 437 1 1 1
"12_2_2" 2 3 "experimental" 27 "incongruent" "SITTING" "RED" "green" 613 2 2 1
"12_2_2" 2 3 "experimental" 28 "incongruent" "SITTING" "GREEN" "red" 276 1 1 1
"12_2_2" 2 3 "experimental" 29 "neutral" "SITTING" "XXXXX" "red" 498 1 1 1
"12_2_2" 2 3 "experimental" 30 "neutral" "SITTING" "XXXXX" "green" 574 2 2 1
"12_2_2" 2 3 "experimental" 31 "congruent" "SITTING" "RED" "red" 560 1 1 1
"12_2_2" 2 3 "experimental" 32 "congruent" "SITTING" "GREEN" "green" 385 2 2 1
"12_2_2" 2 3 "experimental" 33 "neutral" "SITTING" "XXX" "green" 451 2 2 1
"12_2_2" 2 3 "experimental" 34 "congruent" "SITTING" "GREEN" "green" 473 2 2 1
"12_2_2" 2 3 "experimental" 35 "incongruent" "SITTING" "RED" "green" 591 2 2 1
"12_2_2" 2 3 "experimental" 36 "neutral" "SITTING" "XXX" "red" 696 1 1 1
"12_2_2" 2 4 "experimental" 1 "congruent" "SITTING" "RED" "red" 548 1 1 1
"12_2_2" 2 4 "experimental" 2 "incongruent" "SITTING" "GREEN" "red" 470 1 1 1
"12_2_2" 2 4 "experimental" 3 "neutral" "SITTING" "XXXXX" "green" 492 2 2 1
"12_2_2" 2 4 "experimental" 4 "incongruent" "SITTING" "RED" "green" 792 2 2 1
"12_2_2" 2 4 "experimental" 5 "neutral" "SITTING" "XXX" "green" 311 1 2 0
"12_2_2" 2 4 "experimental" 6 "incongruent" "SITTING" "GREEN" "red" 930 1 1 1
"12_2_2" 2 4 "experimental" 7 "congruent" "SITTING" "RED" "red" 709 1 1 1
"12_2_2" 2 4 "experimental" 8 "neutral" "SITTING" "XXXXX" "red" 592 1 1 1
"12_2_2" 2 4 "experimental" 9 "neutral" "SITTING" "XXX" "red" 913 1 1 1
"12_2_2" 2 4 "experimental" 10 "incongruent" "SITTING" "RED" "green" 923 2 2 1
"12_2_2" 2 4 "experimental" 11 "congruent" "SITTING" "GREEN" "green" 709 2 2 1
"12_2_2" 2 4 "experimental" 12 "congruent" "SITTING" "GREEN" "green" 424 2 2 1
"12_2_2" 2 4 "experimental" 13 "neutral" "SITTING" "XXXXX" "green" 465 2 2 1
"12_2_2" 2 4 "experimental" 14 "incongruent" "SITTING" "GREEN" "red" 462 1 1 1
"12_2_2" 2 4 "experimental" 15 "congruent" "SITTING" "RED" "red" 700 1 1 1
"12_2_2" 2 4 "experimental" 16 "congruent" "SITTING" "RED" "red" 440 1 1 1
"12_2_2" 2 4 "experimental" 17 "neutral" "SITTING" "XXX" "green" 735 2 2 1
"12_2_2" 2 4 "experimental" 18 "neutral" "SITTING" "XXXXX" "red" 633 1 1 1
"12_2_2" 2 4 "experimental" 19 "incongruent" "SITTING" "RED" "green" 784 2 2 1
"12_2_2" 2 4 "experimental" 20 "incongruent" "SITTING" "GREEN" "red" 769 1 1 1
"12_2_2" 2 4 "experimental" 21 "congruent" "SITTING" "GREEN" "green" 641 2 2 1
"12_2_2" 2 4 "experimental" 22 "incongruent" "SITTING" "RED" "green" 1336 2 2 1
"12_2_2" 2 4 "experimental" 23 "congruent" "SITTING" "GREEN" "green" 490 2 2 1
"12_2_2" 2 4 "experimental" 24 "neutral" "SITTING" "XXX" "red" 543 1 1 1
"12_2_2" 2 4 "experimental" 25 "incongruent" "SITTING" "GREEN" "red" 704 1 1 1
"12_2_2" 2 4 "experimental" 26 "congruent" "SITTING" "RED" "red" 508 1 1 1
"12_2_2" 2 4 "experimental" 27 "neutral" "SITTING" "XXXXX" "green" 408 2 2 1
"12_2_2" 2 4 "experimental" 28 "neutral" "SITTING" "XXX" "red" 327 1 1 1
"12_2_2" 2 4 "experimental" 29 "neutral" "SITTING" "XXX" "green" 291 2 2 1
"12_2_2" 2 4 "experimental" 30 "neutral" "SITTING" "XXXXX" "red" 343 1 1 1
"12_2_2" 2 4 "experimental" 31 "congruent" "SITTING" "GREEN" "green" 282 2 2 1
"12_2_2" 2 4 "experimental" 32 "incongruent" "SITTING" "RED" "green" 313 2 2 1
"12_2_2" 2 4 "experimental" 33 "congruent" "SITTING" "RED" "red" 292 1 1 1
"12_2_2" 2 4 "experimental" 34 "incongruent" "SITTING" "GREEN" "red" 521 1 1 1
"12_2_2" 2 4 "experimental" 35 "incongruent" "SITTING" "RED" "green" 284 2 2 1
"12_2_2" 2 4 "experimental" 36 "congruent" "SITTING" "GREEN" "green" 499 2 2 1
"12_2_2" 2 5 "experimental" 1 "neutral" "SITTING" "XXX" "red" 431 1 1 1
"12_2_2" 2 5 "experimental" 2 "congruent" "SITTING" "RED" "red" 461 1 1 1
"12_2_2" 2 5 "experimental" 3 "incongruent" "SITTING" "GREEN" "red" 643 1 1 1
"12_2_2" 2 5 "experimental" 4 "neutral" "SITTING" "XXXXX" "red" 441 1 1 1
"12_2_2" 2 5 "experimental" 5 "neutral" "SITTING" "XXXXX" "green" 504 2 2 1
"12_2_2" 2 5 "experimental" 6 "incongruent" "SITTING" "RED" "green" 451 1 2 0
"12_2_2" 2 5 "experimental" 7 "congruent" "SITTING" "RED" "red" 506 1 1 1
"12_2_2" 2 5 "experimental" 8 "incongruent" "SITTING" "GREEN" "red" 469 1 1 1
"12_2_2" 2 5 "experimental" 9 "congruent" "SITTING" "GREEN" "green" 635 2 2 1
