"sj" "cb" "blockNumber" "blockType" "trialNum" "target" "targetImage" "distractor" "distractorImage" "posture" "setSize" "rt" "resp" "cresp" "ac"
17 1 2 "experimental" 118 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 599 "h" "h" 1
17 1 2 "experimental" 119 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 469 "s" "s" 1
17 1 2 "experimental" 120 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 465 "s" "s" 1
17 1 2 "experimental" 121 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 628 "s" "s" 1
17 1 2 "experimental" 122 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 499 "h" "h" 1
17 1 2 "experimental" 123 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 604 "h" "h" 1
17 1 2 "experimental" 124 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 517 "h" "h" 1
17 1 2 "experimental" 125 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 523 "s" "s" 1
17 1 2 "experimental" 126 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1004 "h" "h" 1
17 1 2 "experimental" 127 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 706 "s" "s" 1
17 1 2 "experimental" 128 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 618 "s" "s" 1
17 1 3 "experimental" 1 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1237 "s" "s" 1
17 1 3 "experimental" 2 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 636 "s" "s" 1
17 1 3 "experimental" 3 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 870 "h" "h" 1
17 1 3 "experimental" 4 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 537 "s" "s" 1
17 1 3 "experimental" 5 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 541 "h" "h" 1
17 1 3 "experimental" 6 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 795 "h" "h" 1
17 1 3 "experimental" 7 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1064 "h" "h" 1
17 1 3 "experimental" 8 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 399 "s" "s" 1
17 1 3 "experimental" 9 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 464 "h" "h" 1
17 1 3 "experimental" 10 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 764 "s" "s" 1
17 1 3 "experimental" 11 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 468 "s" "s" 1
17 1 3 "experimental" 12 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1095 "s" "s" 1
17 1 3 "experimental" 13 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 618 "h" "h" 1
17 1 3 "experimental" 14 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 772 "s" "h" 0
17 1 3 "experimental" 15 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 789 "s" "s" 1
17 1 3 "experimental" 16 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 763 "h" "h" 1
17 1 3 "experimental" 17 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 508 "h" "h" 1
17 1 3 "experimental" 18 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 619 "s" "s" 1
17 1 3 "experimental" 19 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 520 "h" "h" 1
17 1 3 "experimental" 20 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 688 "s" "s" 1
17 1 3 "experimental" 21 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 669 "s" "s" 1
17 1 3 "experimental" 22 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1219 "h" "h" 1
17 1 3 "experimental" 23 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 611 "s" "s" 1
17 1 3 "experimental" 24 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 537 "h" "h" 1
17 1 3 "experimental" 25 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 407 "h" "h" 1
17 1 3 "experimental" 26 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 746 "h" "h" 1
17 1 3 "experimental" 27 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 657 "s" "s" 1
17 1 3 "experimental" 28 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1224 "h" "h" 1
17 1 3 "experimental" 29 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 559 "s" "s" 1
17 1 3 "experimental" 30 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 529 "s" "s" 1
17 1 3 "experimental" 31 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 645 "h" "h" 1
17 1 3 "experimental" 32 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 539 "s" "s" 1
17 1 3 "experimental" 33 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 890 "s" "s" 1
17 1 3 "experimental" 34 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 879 "h" "h" 1
17 1 3 "experimental" 35 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 504 "h" "h" 1
17 1 3 "experimental" 36 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 474 "h" "h" 1
17 1 3 "experimental" 37 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 499 "s" "s" 1
17 1 3 "experimental" 38 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 716 "s" "s" 1
17 1 3 "experimental" 39 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 457 "h" "h" 1
17 1 3 "experimental" 40 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 414 "s" "s" 1
17 1 3 "experimental" 41 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 742 "h" "h" 1
17 1 3 "experimental" 42 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 663 "s" "s" 1
17 1 3 "experimental" 43 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 472 "s" "s" 1
17 1 3 "experimental" 44 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 436 "s" "s" 1
17 1 3 "experimental" 45 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 531 "s" "s" 1
17 1 3 "experimental" 46 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 837 "h" "h" 1
17 1 3 "experimental" 47 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 546 "h" "h" 1
17 1 3 "experimental" 48 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 457 "h" "h" 1
17 1 3 "experimental" 49 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 428 "s" "s" 1
17 1 3 "experimental" 50 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 794 "s" "s" 1
17 1 3 "experimental" 51 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 463 "h" "h" 1
17 1 3 "experimental" 52 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 851 "h" "h" 1
17 1 3 "experimental" 53 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 511 "h" "h" 1
17 1 3 "experimental" 54 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 515 "h" "h" 1
17 1 3 "experimental" 55 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 461 "h" "s" 0
17 1 3 "experimental" 56 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 750 "s" "s" 1
17 1 3 "experimental" 57 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 548 "s" "s" 1
17 1 3 "experimental" 58 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 599 "h" "h" 1
17 1 3 "experimental" 59 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 832 "h" "h" 1
17 1 3 "experimental" 60 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 563 "h" "h" 1
17 1 3 "experimental" 61 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 720 "s" "s" 1
17 1 3 "experimental" 62 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 490 "s" "s" 1
17 1 3 "experimental" 63 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1002 "s" "h" 0
17 1 3 "experimental" 64 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 701 "s" "s" 1
17 1 3 "experimental" 65 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 924 "s" "s" 1
17 1 3 "experimental" 66 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 507 "h" "h" 1
17 1 3 "experimental" 67 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 678 "s" "s" 1
17 1 3 "experimental" 68 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 577 "s" "s" 1
17 1 3 "experimental" 69 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 565 "h" "h" 1
17 1 3 "experimental" 70 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 463 "h" "h" 1
17 1 3 "experimental" 71 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 515 "h" "h" 1
17 1 3 "experimental" 72 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 636 "s" "s" 1
17 1 3 "experimental" 73 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 698 "s" "s" 1
17 1 3 "experimental" 74 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1057 "h" "h" 1
17 1 3 "experimental" 75 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 678 "h" "h" 1
17 1 3 "experimental" 76 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 658 "h" "h" 1
17 1 3 "experimental" 77 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 543 "s" "s" 1
17 1 3 "experimental" 78 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 462 "s" "s" 1
17 1 3 "experimental" 79 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 673 "s" "s" 1
17 1 3 "experimental" 80 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 552 "h" "h" 1
17 1 3 "experimental" 81 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 515 "s" "s" 1
17 1 3 "experimental" 82 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 475 "h" "h" 1
17 1 3 "experimental" 83 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 656 "h" "h" 1
17 1 3 "experimental" 84 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 569 "s" "s" 1
17 1 3 "experimental" 85 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 660 "s" "s" 1
17 1 3 "experimental" 86 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 747 "h" "h" 1
17 1 3 "experimental" 87 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 538 "h" "h" 1
17 1 3 "experimental" 88 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 488 "s" "s" 1
17 1 3 "experimental" 89 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 662 "h" "h" 1
17 1 3 "experimental" 90 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 616 "h" "h" 1
17 1 3 "experimental" 91 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 570 "h" "h" 1
17 1 3 "experimental" 92 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 420 "s" "s" 1
17 1 3 "experimental" 93 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 681 "h" "h" 1
17 1 3 "experimental" 94 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 419 "s" "s" 1
17 1 3 "experimental" 95 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 471 "s" "s" 1
17 1 3 "experimental" 96 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 739 "s" "s" 1
17 1 3 "experimental" 97 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 882 "h" "s" 0
17 1 3 "experimental" 98 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 537 "s" "s" 1
17 1 3 "experimental" 99 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 494 "s" "s" 1
17 1 3 "experimental" 100 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 538 "h" "h" 1
17 1 3 "experimental" 101 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 720 "h" "h" 1
17 1 3 "experimental" 102 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 485 "s" "s" 1
17 1 3 "experimental" 103 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 505 "h" "h" 1
17 1 3 "experimental" 104 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 442 "h" "h" 1
17 1 3 "experimental" 105 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 475 "h" "h" 1
17 1 3 "experimental" 106 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 544 "s" "s" 1
17 1 3 "experimental" 107 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 454 "h" "h" 1
17 1 3 "experimental" 108 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 560 "s" "s" 1
17 1 3 "experimental" 109 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 530 "h" "h" 1
17 1 3 "experimental" 110 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 439 "h" "h" 1
17 1 3 "experimental" 111 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 509 "s" "s" 1
17 1 3 "experimental" 112 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 527 "s" "s" 1
17 1 3 "experimental" 113 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 515 "s" "s" 1
17 1 3 "experimental" 114 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 671 "h" "h" 1
17 1 3 "experimental" 115 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 499 "h" "h" 1
17 1 3 "experimental" 116 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 843 "h" "h" 1
17 1 3 "experimental" 117 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 508 "s" "s" 1
17 1 3 "experimental" 118 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 453 "s" "h" 0
17 1 3 "experimental" 119 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 774 "s" "s" 1
17 1 3 "experimental" 120 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 807 "s" "s" 1
17 1 3 "experimental" 121 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 566 "s" "s" 1
17 1 3 "experimental" 122 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1005 "h" "h" 1
17 1 3 "experimental" 123 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 605 "s" "s" 1
17 1 3 "experimental" 124 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 491 "h" "h" 1
17 1 3 "experimental" 125 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 507 "h" "h" 1
17 1 3 "experimental" 126 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 837 "s" "s" 1
17 1 3 "experimental" 127 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 624 "s" "s" 1
17 1 3 "experimental" 128 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 803 "h" "h" 1
18 2 2 "experimental" 1 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 499 "s" "s" 1
18 2 2 "experimental" 2 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 688 "h" "h" 1
18 2 2 "experimental" 3 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 765 "h" "h" 1
18 2 2 "experimental" 4 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 582 "h" "h" 1
18 2 2 "experimental" 5 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 461 "s" "s" 1
18 2 2 "experimental" 6 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 529 "s" "s" 1
18 2 2 "experimental" 7 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 388 "h" "h" 1
18 2 2 "experimental" 8 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 460 "s" "s" 1
18 2 2 "experimental" 9 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 710 "h" "h" 1
18 2 2 "experimental" 10 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 478 "s" "s" 1
18 2 2 "experimental" 11 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 508 "h" "h" 1
18 2 2 "experimental" 12 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 557 "s" "s" 1
18 2 2 "experimental" 13 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 390 "h" "h" 1
18 2 2 "experimental" 14 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 663 "h" "h" 1
18 2 2 "experimental" 15 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 493 "s" "s" 1
18 2 2 "experimental" 16 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 764 "s" "s" 1
18 2 2 "experimental" 17 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 525 "s" "h" 0
18 2 2 "experimental" 18 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1105 "s" "s" 1
18 2 2 "experimental" 19 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 885 "s" "s" 1
18 2 2 "experimental" 20 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 587 "h" "h" 1
18 2 2 "experimental" 21 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1162 "h" "h" 1
18 2 2 "experimental" 22 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 729 "s" "s" 1
18 2 2 "experimental" 23 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1201 "h" "h" 1
18 2 2 "experimental" 24 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 622 "s" "s" 1
18 2 2 "experimental" 25 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 641 "s" "s" 1
18 2 2 "experimental" 26 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 581 "h" "h" 1
18 2 2 "experimental" 27 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 666 "h" "h" 1
18 2 2 "experimental" 28 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1148 "h" "h" 1
18 2 2 "experimental" 29 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1230 "h" "h" 1
18 2 2 "experimental" 30 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 637 "s" "s" 1
18 2 2 "experimental" 31 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1146 "s" "s" 1
18 2 2 "experimental" 32 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 748 "s" "s" 1
18 2 2 "experimental" 33 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1044 "h" "h" 1
18 2 2 "experimental" 34 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 766 "h" "h" 1
18 2 2 "experimental" 35 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 588 "s" "s" 1
18 2 2 "experimental" 36 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1109 "h" "h" 1
18 2 2 "experimental" 37 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 624 "s" "s" 1
18 2 2 "experimental" 38 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 691 "s" "s" 1
18 2 2 "experimental" 39 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 574 "h" "h" 1
18 2 2 "experimental" 40 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1068 "s" "s" 1
18 2 2 "experimental" 41 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 808 "h" "h" 1
18 2 2 "experimental" 42 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 679 "h" "h" 1
18 2 2 "experimental" 43 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 621 "s" "s" 1
18 2 2 "experimental" 44 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 663 "s" "s" 1
18 2 2 "experimental" 45 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 542 "h" "h" 1
18 2 2 "experimental" 46 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 502 "s" "s" 1
18 2 2 "experimental" 47 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 550 "h" "h" 1
18 2 2 "experimental" 48 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 598 "s" "s" 1
18 2 2 "experimental" 49 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 638 "h" "h" 1
18 2 2 "experimental" 50 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 586 "s" "s" 1
18 2 2 "experimental" 51 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 663 "s" "s" 1
18 2 2 "experimental" 52 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 935 "s" "s" 1
18 2 2 "experimental" 53 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1020 "h" "h" 1
18 2 2 "experimental" 54 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 625 "s" "s" 1
18 2 2 "experimental" 55 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 895 "h" "h" 1
18 2 2 "experimental" 56 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 668 "h" "h" 1
18 2 2 "experimental" 57 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 973 "h" "h" 1
18 2 2 "experimental" 58 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 785 "s" "s" 1
18 2 2 "experimental" 59 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 889 "h" "h" 1
18 2 2 "experimental" 60 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 591 "s" "s" 1
18 2 2 "experimental" 61 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 614 "s" "s" 1
18 2 2 "experimental" 62 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 798 "h" "h" 1
18 2 2 "experimental" 63 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 613 "s" "s" 1
18 2 2 "experimental" 64 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1125 "h" "h" 1
18 2 2 "experimental" 65 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1237 "h" "h" 1
18 2 2 "experimental" 66 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 964 "h" "h" 1
18 2 2 "experimental" 67 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 708 "s" "s" 1
18 2 2 "experimental" 68 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 572 "s" "h" 0
18 2 2 "experimental" 69 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 647 "h" "h" 1
18 2 2 "experimental" 70 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 685 "s" "s" 1
18 2 2 "experimental" 71 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 657 "s" "s" 1
18 2 2 "experimental" 72 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 618 "s" "s" 1
18 2 2 "experimental" 73 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 452 "s" "s" 1
18 2 2 "experimental" 74 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 637 "s" "s" 1
18 2 2 "experimental" 75 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 830 "h" "h" 1
18 2 2 "experimental" 76 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 680 "h" "h" 1
18 2 2 "experimental" 77 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 647 "s" "s" 1
18 2 2 "experimental" 78 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 683 "h" "h" 1
18 2 2 "experimental" 79 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 857 "s" "s" 1
18 2 2 "experimental" 80 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 797 "h" "h" 1
18 2 2 "experimental" 81 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 714 "h" "h" 1
18 2 2 "experimental" 82 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 684 "h" "h" 1
18 2 2 "experimental" 83 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 641 "s" "s" 1
18 2 2 "experimental" 84 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 622 "s" "s" 1
18 2 2 "experimental" 85 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 569 "s" "s" 1
18 2 2 "experimental" 86 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 796 "s" "s" 1
18 2 2 "experimental" 87 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 866 "h" "h" 1
18 2 2 "experimental" 88 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 650 "h" "h" 1
18 2 2 "experimental" 89 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 691 "h" "h" 1
18 2 2 "experimental" 90 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 669 "s" "s" 1
18 2 2 "experimental" 91 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1722 "h" "h" 1
18 2 2 "experimental" 92 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 944 "s" "s" 1
18 2 2 "experimental" 93 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 574 "h" "h" 1
18 2 2 "experimental" 94 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 703 "s" "s" 1
18 2 2 "experimental" 95 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 822 "s" "s" 1
18 2 2 "experimental" 96 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 675 "h" "h" 1
18 2 2 "experimental" 97 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 737 "s" "s" 1
18 2 2 "experimental" 98 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 637 "s" "s" 1
18 2 2 "experimental" 99 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 704 "h" "h" 1
18 2 2 "experimental" 100 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 759 "h" "h" 1
18 2 2 "experimental" 101 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 639 "h" "h" 1
18 2 2 "experimental" 102 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 517 "s" "s" 1
18 2 2 "experimental" 103 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1119 "s" "s" 1
18 2 2 "experimental" 104 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 717 "h" "h" 1
18 2 2 "experimental" 105 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 638 "h" "h" 1
18 2 2 "experimental" 106 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 548 "h" "s" 0
18 2 2 "experimental" 107 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 956 "h" "h" 1
18 2 2 "experimental" 108 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 952 "s" "s" 1
18 2 2 "experimental" 109 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 773 "s" "s" 1
18 2 2 "experimental" 110 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1238 "s" "s" 1
18 2 2 "experimental" 111 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 880 "h" "h" 1
18 2 2 "experimental" 112 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1050 "h" "h" 1
18 2 2 "experimental" 113 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 755 "s" "s" 1
18 2 2 "experimental" 114 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 638 "h" "h" 1
18 2 2 "experimental" 115 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 759 "s" "s" 1
18 2 2 "experimental" 116 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 779 "h" "h" 1
18 2 2 "experimental" 117 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 744 "s" "s" 1
18 2 2 "experimental" 118 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 651 "h" "h" 1
