"sj" "cb" "blockNumber" "blockType" "trialNum" "target" "targetImage" "distractor" "distractorImage" "posture" "setSize" "rt" "resp" "cresp" "ac"
6 1 2 "experimental" 98 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 714 "h" "h" 1
6 1 2 "experimental" 99 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 995 "h" "h" 1
6 1 2 "experimental" 100 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 919 "h" "h" 1
6 1 2 "experimental" 101 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 606 "h" "h" 1
6 1 2 "experimental" 102 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 605 "s" "s" 1
6 1 2 "experimental" 103 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 533 "s" "s" 1
6 1 2 "experimental" 104 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 626 "s" "s" 1
6 1 2 "experimental" 105 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 733 "s" "s" 1
6 1 2 "experimental" 106 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 649 "s" "s" 1
6 1 2 "experimental" 107 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 656 "s" "s" 1
6 1 2 "experimental" 108 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 566 "h" "h" 1
6 1 2 "experimental" 109 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 695 "h" "h" 1
6 1 2 "experimental" 110 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 545 "s" "s" 1
6 1 2 "experimental" 111 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 765 "h" "h" 1
6 1 2 "experimental" 112 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 582 "h" "h" 1
6 1 2 "experimental" 113 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 588 "s" "s" 1
6 1 2 "experimental" 114 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 450 "s" "s" 1
6 1 2 "experimental" 115 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 595 "h" "h" 1
6 1 2 "experimental" 116 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 842 "h" "h" 1
6 1 2 "experimental" 117 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 630 "h" "h" 1
6 1 2 "experimental" 118 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 579 "s" "s" 1
6 1 2 "experimental" 119 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 894 "h" "h" 1
6 1 2 "experimental" 120 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 571 "s" "s" 1
6 1 2 "experimental" 121 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 589 "s" "s" 1
6 1 2 "experimental" 122 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 764 "s" "s" 1
6 1 2 "experimental" 123 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 910 "h" "h" 1
6 1 2 "experimental" 124 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 594 "s" "s" 1
6 1 2 "experimental" 125 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 557 "h" "h" 1
6 1 2 "experimental" 126 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 605 "h" "h" 1
6 1 2 "experimental" 127 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 545 "s" "s" 1
6 1 2 "experimental" 128 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 710 "h" "h" 1
6 1 3 "experimental" 1 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 596 "h" "h" 1
6 1 3 "experimental" 2 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 506 "s" "s" 1
6 1 3 "experimental" 3 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 558 "h" "h" 1
6 1 3 "experimental" 4 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 614 "h" "h" 1
6 1 3 "experimental" 5 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 636 "s" "s" 1
6 1 3 "experimental" 6 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 595 "s" "s" 1
6 1 3 "experimental" 7 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 558 "h" "h" 1
6 1 3 "experimental" 8 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 465 "s" "s" 1
6 1 3 "experimental" 9 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 505 "h" "h" 1
6 1 3 "experimental" 10 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 926 "s" "s" 1
6 1 3 "experimental" 11 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 684 "h" "h" 1
6 1 3 "experimental" 12 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 547 "s" "s" 1
6 1 3 "experimental" 13 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 538 "s" "s" 1
6 1 3 "experimental" 14 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 656 "h" "h" 1
6 1 3 "experimental" 15 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 808 "h" "h" 1
6 1 3 "experimental" 16 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 671 "s" "s" 1
6 1 3 "experimental" 17 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 642 "s" "s" 1
6 1 3 "experimental" 18 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 519 "s" "s" 1
6 1 3 "experimental" 19 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 467 "s" "s" 1
6 1 3 "experimental" 20 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 551 "h" "h" 1
6 1 3 "experimental" 21 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 607 "h" "h" 1
6 1 3 "experimental" 22 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 680 "h" "h" 1
6 1 3 "experimental" 23 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 632 "s" "s" 1
6 1 3 "experimental" 24 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 688 "h" "h" 1
6 1 3 "experimental" 25 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 522 "s" "s" 1
6 1 3 "experimental" 26 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 557 "s" "s" 1
6 1 3 "experimental" 27 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 906 "h" "h" 1
6 1 3 "experimental" 28 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 819 "s" "s" 1
6 1 3 "experimental" 29 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 593 "h" "h" 1
6 1 3 "experimental" 30 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 719 "h" "h" 1
6 1 3 "experimental" 31 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 688 "h" "h" 1
6 1 3 "experimental" 32 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 703 "s" "s" 1
6 1 3 "experimental" 33 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 580 "h" "h" 1
6 1 3 "experimental" 34 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 786 "h" "h" 1
6 1 3 "experimental" 35 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 621 "s" "s" 1
6 1 3 "experimental" 36 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 823 "s" "s" 1
6 1 3 "experimental" 37 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 689 "s" "s" 1
6 1 3 "experimental" 38 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 543 "h" "h" 1
6 1 3 "experimental" 39 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 636 "s" "s" 1
6 1 3 "experimental" 40 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 564 "h" "h" 1
6 1 3 "experimental" 41 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 547 "s" "s" 1
6 1 3 "experimental" 42 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 534 "h" "h" 1
6 1 3 "experimental" 43 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 560 "s" "s" 1
6 1 3 "experimental" 44 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 514 "s" "s" 1
6 1 3 "experimental" 45 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 513 "h" "h" 1
6 1 3 "experimental" 46 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 436 "h" "h" 1
6 1 3 "experimental" 47 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 734 "s" "s" 1
6 1 3 "experimental" 48 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 695 "h" "h" 1
6 1 3 "experimental" 49 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 534 "h" "h" 1
6 1 3 "experimental" 50 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 485 "s" "s" 1
6 1 3 "experimental" 51 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 771 "s" "s" 1
6 1 3 "experimental" 52 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 707 "h" "h" 1
6 1 3 "experimental" 53 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 779 "h" "h" 1
6 1 3 "experimental" 54 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 527 "s" "s" 1
6 1 3 "experimental" 55 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 667 "h" "h" 1
6 1 3 "experimental" 56 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 516 "s" "s" 1
6 1 3 "experimental" 57 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 679 "s" "s" 1
6 1 3 "experimental" 58 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 531 "h" "h" 1
6 1 3 "experimental" 59 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 994 "h" "h" 1
6 1 3 "experimental" 60 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 915 "s" "s" 1
6 1 3 "experimental" 61 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 477 "h" "h" 1
6 1 3 "experimental" 62 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1431 "s" "s" 1
6 1 3 "experimental" 63 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 608 "h" "h" 1
6 1 3 "experimental" 64 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 437 "s" "s" 1
6 1 3 "experimental" 65 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 500 "s" "s" 1
6 1 3 "experimental" 66 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 781 "s" "s" 1
6 1 3 "experimental" 67 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 561 "s" "s" 1
6 1 3 "experimental" 68 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 530 "s" "s" 1
6 1 3 "experimental" 69 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1069 "h" "h" 1
6 1 3 "experimental" 70 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 523 "h" "h" 1
6 1 3 "experimental" 71 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 576 "h" "h" 1
6 1 3 "experimental" 72 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 739 "h" "h" 1
6 1 3 "experimental" 73 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 504 "s" "s" 1
6 1 3 "experimental" 74 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 538 "h" "h" 1
6 1 3 "experimental" 75 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 663 "s" "s" 1
6 1 3 "experimental" 76 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 593 "s" "s" 1
6 1 3 "experimental" 77 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 832 "h" "h" 1
6 1 3 "experimental" 78 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 601 "s" "s" 1
6 1 3 "experimental" 79 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 699 "h" "h" 1
6 1 3 "experimental" 80 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 499 "h" "h" 1
6 1 3 "experimental" 81 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 771 "h" "h" 1
6 1 3 "experimental" 82 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 634 "s" "s" 1
6 1 3 "experimental" 83 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 538 "h" "h" 1
6 1 3 "experimental" 84 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 659 "s" "s" 1
6 1 3 "experimental" 85 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 660 "s" "s" 1
6 1 3 "experimental" 86 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 644 "s" "s" 1
6 1 3 "experimental" 87 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 736 "h" "h" 1
6 1 3 "experimental" 88 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 525 "h" "h" 1
6 1 3 "experimental" 89 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 953 "h" "h" 1
6 1 3 "experimental" 90 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 543 "h" "h" 1
6 1 3 "experimental" 91 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 549 "h" "h" 1
6 1 3 "experimental" 92 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 774 "s" "s" 1
6 1 3 "experimental" 93 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 815 "h" "h" 1
6 1 3 "experimental" 94 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 534 "s" "s" 1
6 1 3 "experimental" 95 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 628 "s" "s" 1
6 1 3 "experimental" 96 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 679 "s" "s" 1
6 1 3 "experimental" 97 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 701 "h" "h" 1
6 1 3 "experimental" 98 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 625 "s" "s" 1
6 1 3 "experimental" 99 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 623 "h" "h" 1
6 1 3 "experimental" 100 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 504 "s" "s" 1
6 1 3 "experimental" 101 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 753 "s" "s" 1
6 1 3 "experimental" 102 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 543 "s" "s" 1
6 1 3 "experimental" 103 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 626 "h" "h" 1
6 1 3 "experimental" 104 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 525 "h" "h" 1
6 1 3 "experimental" 105 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 670 "s" "s" 1
6 1 3 "experimental" 106 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 660 "h" "h" 1
6 1 3 "experimental" 107 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 525 "h" "h" 1
6 1 3 "experimental" 108 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 564 "s" "s" 1
6 1 3 "experimental" 109 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 628 "h" "h" 1
6 1 3 "experimental" 110 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 882 "s" "s" 1
6 1 3 "experimental" 111 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1548 "s" "h" 0
6 1 3 "experimental" 112 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 699 "s" "s" 1
6 1 3 "experimental" 113 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 753 "h" "h" 1
6 1 3 "experimental" 114 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 721 "h" "h" 1
6 1 3 "experimental" 115 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 794 "s" "s" 1
6 1 3 "experimental" 116 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 519 "s" "s" 1
6 1 3 "experimental" 117 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 636 "h" "h" 1
6 1 3 "experimental" 118 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 879 "s" "s" 1
6 1 3 "experimental" 119 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 601 "s" "s" 1
6 1 3 "experimental" 120 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 980 "h" "h" 1
6 1 3 "experimental" 121 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 522 "s" "s" 1
6 1 3 "experimental" 122 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 569 "h" "h" 1
6 1 3 "experimental" 123 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 492 "h" "h" 1
6 1 3 "experimental" 124 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 784 "s" "s" 1
6 1 3 "experimental" 125 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 600 "h" "h" 1
6 1 3 "experimental" 126 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 562 "s" "s" 1
6 1 3 "experimental" 127 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 554 "h" "h" 1
6 1 3 "experimental" 128 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 644 "s" "s" 1
7 2 2 "experimental" 1 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1210 "h" "h" 1
7 2 2 "experimental" 2 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 893 "h" "h" 1
7 2 2 "experimental" 3 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 753 "h" "h" 1
7 2 2 "experimental" 4 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 585 "h" "s" 0
7 2 2 "experimental" 5 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 815 "s" "s" 1
7 2 2 "experimental" 6 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 687 "s" "s" 1
7 2 2 "experimental" 7 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 539 "s" "s" 1
7 2 2 "experimental" 8 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1018 "h" "h" 1
7 2 2 "experimental" 9 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 737 "s" "s" 1
7 2 2 "experimental" 10 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 694 "h" "h" 1
7 2 2 "experimental" 11 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1525 "h" "h" 1
7 2 2 "experimental" 12 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 606 "s" "s" 1
7 2 2 "experimental" 13 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 752 "h" "h" 1
7 2 2 "experimental" 14 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 838 "h" "h" 1
7 2 2 "experimental" 15 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 639 "s" "s" 1
7 2 2 "experimental" 16 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 596 "s" "s" 1
7 2 2 "experimental" 17 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 731 "s" "s" 1
7 2 2 "experimental" 18 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 462 "s" "s" 1
7 2 2 "experimental" 19 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 590 "h" "h" 1
7 2 2 "experimental" 20 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1005 "h" "h" 1
7 2 2 "experimental" 21 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 722 "h" "h" 1
7 2 2 "experimental" 22 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 639 "s" "s" 1
7 2 2 "experimental" 23 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 570 "h" "h" 1
7 2 2 "experimental" 24 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 582 "s" "s" 1
7 2 2 "experimental" 25 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 619 "h" "h" 1
7 2 2 "experimental" 26 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 629 "h" "h" 1
7 2 2 "experimental" 27 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1298 "h" "s" 0
7 2 2 "experimental" 28 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1147 "h" "h" 1
7 2 2 "experimental" 29 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 500 "s" "s" 1
7 2 2 "experimental" 30 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 516 "s" "s" 1
7 2 2 "experimental" 31 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 655 "s" "s" 1
7 2 2 "experimental" 32 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 825 "h" "h" 1
7 2 2 "experimental" 33 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1056 "s" "s" 1
7 2 2 "experimental" 34 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1036 "s" "s" 1
7 2 2 "experimental" 35 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 653 "s" "s" 1
7 2 2 "experimental" 36 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 936 "h" "h" 1
7 2 2 "experimental" 37 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 892 "h" "h" 1
7 2 2 "experimental" 38 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 746 "s" "s" 1
7 2 2 "experimental" 39 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 885 "h" "h" 1
7 2 2 "experimental" 40 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 791 "h" "h" 1
7 2 2 "experimental" 41 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1116 "h" "h" 1
7 2 2 "experimental" 42 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 635 "s" "s" 1
7 2 2 "experimental" 43 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 935 "s" "s" 1
7 2 2 "experimental" 44 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 905 "h" "h" 1
7 2 2 "experimental" 45 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 662 "h" "h" 1
7 2 2 "experimental" 46 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1128 "h" "h" 1
7 2 2 "experimental" 47 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 469 "s" "s" 1
7 2 2 "experimental" 48 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 594 "s" "s" 1
7 2 2 "experimental" 49 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 689 "s" "s" 1
7 2 2 "experimental" 50 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 541 "s" "s" 1
7 2 2 "experimental" 51 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 551 "h" "h" 1
7 2 2 "experimental" 52 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1011 "s" "s" 1
7 2 2 "experimental" 53 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 581 "h" "h" 1
7 2 2 "experimental" 54 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 730 "h" "h" 1
7 2 2 "experimental" 55 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 761 "s" "s" 1
7 2 2 "experimental" 56 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 494 "h" "h" 1
7 2 2 "experimental" 57 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 926 "h" "h" 1
7 2 2 "experimental" 58 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 609 "s" "s" 1
7 2 2 "experimental" 59 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 480 "h" "s" 0
7 2 2 "experimental" 60 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 798 "h" "h" 1
7 2 2 "experimental" 61 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 931 "h" "s" 0
7 2 2 "experimental" 62 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 806 "s" "s" 1
7 2 2 "experimental" 63 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 612 "h" "h" 1
7 2 2 "experimental" 64 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 757 "h" "h" 1
7 2 2 "experimental" 65 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 820 "s" "s" 1
7 2 2 "experimental" 66 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 725 "s" "s" 1
7 2 2 "experimental" 67 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1217 "h" "h" 1
7 2 2 "experimental" 68 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 603 "s" "s" 1
7 2 2 "experimental" 69 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1115 "s" "s" 1
7 2 2 "experimental" 70 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 764 "h" "h" 1
7 2 2 "experimental" 71 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 724 "h" "h" 1
7 2 2 "experimental" 72 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 783 "h" "h" 1
7 2 2 "experimental" 73 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 558 "s" "s" 1
7 2 2 "experimental" 74 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 772 "h" "s" 0
7 2 2 "experimental" 75 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1021 "h" "h" 1
7 2 2 "experimental" 76 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 583 "s" "s" 1
7 2 2 "experimental" 77 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1506 "h" "h" 1
7 2 2 "experimental" 78 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 652 "s" "s" 1
7 2 2 "experimental" 79 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 843 "h" "h" 1
7 2 2 "experimental" 80 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 606 "h" "h" 1
7 2 2 "experimental" 81 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1199 "h" "h" 1
7 2 2 "experimental" 82 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1090 "s" "s" 1
7 2 2 "experimental" 83 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 571 "h" "h" 1
7 2 2 "experimental" 84 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 743 "h" "h" 1
7 2 2 "experimental" 85 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 787 "s" "s" 1
7 2 2 "experimental" 86 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 694 "s" "s" 1
7 2 2 "experimental" 87 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 580 "s" "s" 1
7 2 2 "experimental" 88 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 860 "h" "h" 1
7 2 2 "experimental" 89 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 568 "s" "s" 1
7 2 2 "experimental" 90 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 765 "h" "h" 1
7 2 2 "experimental" 91 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 831 "h" "h" 1
7 2 2 "experimental" 92 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 589 "s" "s" 1
7 2 2 "experimental" 93 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 712 "h" "h" 1
7 2 2 "experimental" 94 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 579 "s" "s" 1
7 2 2 "experimental" 95 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 580 "h" "h" 1
7 2 2 "experimental" 96 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 596 "s" "s" 1
7 2 2 "experimental" 97 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 595 "s" "s" 1
7 2 2 "experimental" 98 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 649 "h" "h" 1
